time_stamp,seconds,nanos,bid_size,bid_price,ask_price,ask_size,trade_price,trade_size,not_shown_book_ticks_before
2022-01-14 14:05:25.9226,1642169125,922600000,,,,,171.18,100,
2022-01-14 14:05:25.9226,1642169125,922600000,,,,,171.2,2,
2022-01-14 14:05:25.9226,1642169125,922600000,,,,,171.2,2,
2022-01-14 14:05:25.9226,1642169125,922600000,,,,,171.23,50,
2022-01-14 14:05:25.9226,1642169125,922600000,,,,,171.2,298,
2022-01-14 14:05:25.9226,1642169125,922600000,,,,,171.21,2,
2022-01-14 14:05:25.9226,1642169125,922600000,,,,,171.2,198,
2022-01-14 14:05:44.4671,1642169144,467100000,545,171.12,171.4,1,,,3
2022-01-14 14:05:46.053,1642169146,53000000,,,,,171.13,47,
2022-01-14 14:05:47.1108,1642169147,110800000,535,171.12,171.4,1,,,1
2022-01-14 14:05:47.1108,1642169147,110800000,,,,,171.12,10,
2022-01-14 14:06:15.1433,1642169175,143300000,1,171.09,171.4,1,,,5
2022-01-14 14:06:15.1627,1642169175,162700000,,,,,171.1,3,
2022-01-14 14:06:15.6647,1642169175,664700000,1,170.85,171.4,1,,,3
2022-01-14 14:06:15.6647,1642169175,664700000,,,,,171.09,1,
2022-01-14 14:06:39.5122,1642169199,512200000,1,170.85,171.4,1,,,10
2022-01-14 14:06:41.8394,1642169201,839400000,,,,,171.13,4,
2022-01-14 14:06:45.0406,1642169205,40600000,1,170.85,171.4,1,,,4
