Date,Open,High,Low,Close,Volume,Count,Vwap,Score
2021-03-01 13:00:00,123.62,123.62,123.35,123.47,8473.0,86,123.493911247492,0.0
2021-03-01 13:15:00,123.49,123.7,123.49,123.54,2623.0,80,123.58286694624474,0.0
2021-03-01 13:30:00,123.55,123.55,123.2,123.28,3982.0,52,123.31873430436968,0.0
2021-03-01 13:45:00,123.27,123.53,123.26,123.46,1318.0,39,123.41748861911985,0.0
2021-03-01 14:00:00,123.5,123.56,123.29,123.46,4306.0,78,123.44212029725962,0.0
2021-03-01 14:15:00,123.6,123.68,123.32,123.54,4659.0,107,123.49553766902768,0.0
2021-03-01 14:30:00,123.51,123.51,123.35,123.42,1001.0,45,123.44809190809194,0.0
2021-03-01 14:45:00,123.46,123.65,123.35,123.64,3248.0,50,123.44522475369463,0.0
2021-03-01 15:00:00,123.69,123.86,123.42,123.86,2210.0,86,123.57165158371045,0.0
2021-03-01 15:15:00,123.77,123.86,123.65,123.8,577.0,51,123.75544194107452,0.0
2021-03-01 15:30:00,123.76,124.07,122.8,123.95,698664.0,7498,123.50792440286064,0.0
2021-03-01 15:45:00,123.94,124.84,123.52,124.81,470568.0,5118,124.11794159398845,0.0
2021-03-01 16:00:00,124.82,125.12,124.51,124.58,339298.0,3741,124.8356105105245,0.0
2021-03-01 16:15:00,124.59,125.245,124.51,125.08,238407.0,2531,124.93734312079769,0.0
2021-03-01 16:30:00,125.1,125.23,124.89,125.18,145999.0,1790,125.07964088795123,0.0
2021-03-01 16:45:00,125.19,125.72,125.1,125.62,219428.0,2284,125.4165335554261,0.0
2021-03-01 17:00:00,125.62,125.955,125.43,125.87,191989.0,2021,125.70961896254471,0.0
2021-03-01 17:15:00,125.9,126.15,125.83,125.88,185426.0,1893,125.9964915653685,0.0
2021-03-01 17:30:00,125.88,126.04,125.79,126.04,147907.0,1673,125.90755417255454,0.0
2021-03-01 17:45:00,126.04,126.59,125.98,126.54,140396.0,1525,126.27036731815717,0.0
2021-03-01 18:00:00,126.54,126.62,126.05,126.07,143260.0,1565,126.29893436758339,0.0
2021-03-01 18:15:00,126.06,126.36,125.83,126.23,158207.0,1596,126.0705365122908,0.0
2021-03-01 18:30:00,126.23,126.32,126.05,126.28,90866.0,1128,126.21655806352206,0.0
2021-03-01 18:45:00,126.28,126.4,125.94,126.16,103816.0,1153,126.17274880557919,0.0
2021-03-01 19:00:00,126.17,126.19,125.67,125.86,121517.0,1242,125.9585502851453,0.0
2021-03-01 19:15:00,125.86,126.27,125.75,126.21,111979.0,1103,126.03785352610761,0.0
2021-03-01 19:30:00,126.2,126.5,126.09,126.47,89377.0,1020,126.26345318146728,0.0
2021-03-01 19:45:00,126.48,126.55,126.26,126.34,105716.0,1139,126.4022716523514,0.0
2021-03-01 20:00:00,126.36,127.18,126.28,127.13,219345.0,2301,126.6913745902572,0.0
2021-03-01 20:15:00,127.13,127.22,127.0,127.1,228969.0,1931,127.11902181081291,0.0
2021-03-01 20:30:00,127.11,127.47,126.92,127.44,177771.0,1590,127.13942063103659,0.0
2021-03-01 20:45:00,127.46,127.74,127.33,127.58,174721.0,1874,127.5783075016742,0.0
2021-03-01 21:00:00,127.59,127.72,127.36,127.44,175892.0,1921,127.50067990585109,0.0
2021-03-01 21:15:00,127.44,127.67,127.29,127.56,176544.0,1805,127.45459422240341,0.0
2021-03-01 21:30:00,127.56,127.68,127.37,127.45,223393.0,2150,127.5347946891799,0.0
2021-03-01 21:45:00,127.46,127.93,127.27,127.79,580409.0,4932,127.57390943283099,0.0
2021-03-01 22:00:00,127.81,128.62,127.81,128.51,3460.0,32,128.02036416184973,0.0
2021-03-01 22:15:00,128.4,128.4,128.3,128.4,104.0,7,128.3990384615385,0.0
2021-03-01 22:30:00,128.28,128.37,128.28,128.37,300.0,2,128.31,0.0
2021-03-01 22:45:00,128.38,128.38,128.24,128.33,386.0,14,128.31049222797927,0.0
2021-03-01 23:00:00,128.4,128.4,128.25,128.29,68.0,10,128.3102941176471,0.0
2021-03-01 23:15:00,128.29,128.29,128.29,128.29,0.0,0,0.0,0.0
2021-03-01 23:30:00,128.31,128.31,128.31,128.31,1.0,1,128.31,0.0
2021-03-02 13:00:00,127.59,128.2,127.55,128.08,2527.0,59,127.95833003561533,0.0
2021-03-02 13:15:00,128.11,128.26,127.99,128.15,1510.0,69,128.14792715231786,0.0
2021-03-02 13:30:00,128.15,128.27,128.05,128.22,704.0,38,128.1111079545455,0.0
2021-03-02 13:45:00,128.19,128.22,128.16,128.19,263.0,23,128.20771863117872,0.0
2021-03-02 14:00:00,128.24,128.38,128.15,128.15,1329.0,48,128.31009781790823,0.0
2021-03-02 14:15:00,128.13,128.17,127.9,127.95,641.0,52,127.99697347893911,0.0
2021-03-02 14:30:00,127.97,127.97,127.64,127.81,1008.0,53,127.76495039682538,0.0
2021-03-02 14:45:00,127.77,128.02,127.76,127.96,2460.0,41,127.89515040650407,0.0
2021-03-02 15:00:00,127.99,128.12,127.84,128.08,3322.0,76,127.95063816977726,0.0
2021-03-02 15:15:00,128.08,128.56,128.08,128.44,2638.0,64,128.44634950720243,0.0
2021-03-02 15:30:00,128.44,128.72,126.44,126.91,603359.0,6543,127.38830144242488,0.0
2021-03-02 15:45:00,126.93,127.11,126.19,126.73,416452.0,4748,126.63175592865471,0.0
2021-03-02 16:00:00,126.71,127.19,126.55,126.7,239894.0,2924,126.86804647052455,0.0
2021-03-02 16:15:00,126.66,126.94,126.05,126.07,293266.0,3504,126.54064224969805,0.0
2021-03-02 16:30:00,126.07,126.43,125.78,125.89,213514.0,2988,126.09981127701221,0.0
2021-03-02 16:45:00,125.86,126.34,125.73,126.13,159028.0,1828,126.10555043765862,0.0
2021-03-02 17:00:00,126.13,126.44,125.86,126.11,168557.0,2114,126.14626802802617,0.0
2021-03-02 17:15:00,126.1,126.12,125.5,125.96,195263.0,2301,125.75539439115457,0.0
2021-03-02 17:30:00,125.94,126.03,125.46,125.65,179352.0,2100,125.71186008519541,0.0
2021-03-02 17:45:00,125.67,126.01,125.53,125.82,125671.0,1456,125.81844574325031,0.0
2021-03-02 18:00:00,125.8,126.21,125.72,125.9,161109.0,1769,126.00470439267828,0.0
2021-03-02 18:15:00,125.9,126.25,125.88,126.09,122201.0,1411,126.06833749314664,0.0
2021-03-02 18:30:00,126.09,126.67,126.08,126.5,120030.0,1320,126.39764275597757,0.0
2021-03-02 18:45:00,126.49,126.61,126.09,126.17,95137.0,1033,126.33900096702656,0.0
2021-03-02 19:00:00,126.17,126.4,126.09,126.38,75009.0,963,126.25182991374383,0.0
2021-03-02 19:15:00,126.38,126.42,126.0,126.12,97361.0,1123,126.18226543482497,0.0
2021-03-02 19:30:00,126.13,126.37,126.08,126.16,99425.0,1238,126.24024234347499,0.0
2021-03-02 19:45:00,126.16,126.28,125.95,125.97,85331.0,922,126.1045155922233,0.0
2021-03-02 20:00:00,125.98,126.17,125.61,125.69,144233.0,1655,125.879135322707,0.0
2021-03-02 20:15:00,125.68,126.02,125.59,125.65,109767.0,1318,125.78461400056482,0.0
2021-03-02 20:30:00,125.65,125.92,125.59,125.73,92218.0,1135,125.77344715782175,0.0
2021-03-02 20:45:00,125.73,126.2,125.72,126.02,101486.0,1099,125.97411711960267,0.0
2021-03-02 21:00:00,126.02,126.31,125.96,125.96,106982.0,1196,126.11766734310444,0.0
2021-03-02 21:15:00,125.97,126.02,125.49,125.59,167579.0,1831,125.64226000871237,0.0
2021-03-02 21:30:00,125.59,125.79,125.22,125.46,210598.0,2175,125.49677397221257,0.0
2021-03-02 21:45:00,125.46,125.98,125.02,125.17,567168.0,4729,125.40145668479174,0.0
2021-03-02 22:00:00,125.27,125.27,125.04,125.12,2190.0,23,125.1354109589041,0.0
2021-03-02 22:15:00,125.12,125.17,125.1,125.17,75.0,6,125.12133333333334,0.0
2021-03-02 22:30:00,125.12,125.19,125.12,125.19,322.0,7,125.14422360248447,0.0
2021-03-02 22:45:00,125.22,125.22,125.11,125.12,63.0,6,125.12396825396824,0.0
2021-03-02 23:00:00,125.11,125.11,125.05,125.05,88.0,5,125.0759090909091,0.0
2021-03-02 23:15:00,125.05,125.05,125.05,125.05,0.0,0,0.0,0.0
2021-03-02 23:30:00,125.05,125.05,125.05,125.05,0.0,0,0.0,0.0
2021-03-02 23:45:00,125.0,125.0,125.0,125.0,97.0,2,125.0,0.0
