Timestamp,ID,Side,Price,Size,Condition
2021-11-01 13:00:00.105000,1635767975675588086,Bid,0.0,0,0
2021-11-01 13:00:00.105000,1635767975625310924,Ask,0.0,0,0
2021-11-01 13:00:00.127000,1635767975664228892,Ask,0.0,0,0
2021-11-01 13:00:00.127000,1635768000120890824,Bid,59.57,87,0
2021-11-01 13:00:00.158200,1635767999929106559,Bid,0.0,0,0
2021-11-01 13:00:00.166100,1635768000161936784,Bid,59.57,38,0
2021-11-01 13:00:00.201000,1635767995882680028,Bid,0.0,0,0
2021-11-01 13:00:00.201000,1635767891860213453,Bid,0.0,0,0
2021-11-01 13:00:00.278000,1635768000161936784,Bid,0.0,0,0
2021-11-01 13:00:00.310000,1635768000290920973,Bid,59.57,38,0
2021-11-01 13:00:00.310000,1635768000290920973,Bid,0.0,0,0
2021-11-01 13:00:00.365300,1635768000350237135,Ask,59.61,77,0
2021-11-01 13:00:00.398200,1635768000120890824,Bid,0.0,0,0
2021-11-01 13:00:00.409800,1635768000394438460,Ask,59.58,41,0
2021-11-01 13:00:00.447800,1635768000394438460,Ask,0.0,0,0
2021-11-01 13:00:00.706100,1635768000673819712,Bid,59.57,87,0
2021-11-01 13:00:01.128500,1635767980366104721,Bid,0.0,0,0
2021-11-01 13:00:01.128500,1635768001122349235,Bid,59.41,114,0
2021-11-01 13:00:01.809000,1635767998755563948,Bid,0.0,0,0
2021-11-01 13:00:01.809000,1635768000673819712,Bid,59.57,87,0
2021-11-01 13:00:01.809000,1635768000673819712,Bid,59.57,61,0
2021-11-01 13:00:01.809000,1635767998743772024,Bid,0.0,0,0
2021-11-01 13:00:01.809000,1635767998743849520,Bid,0.0,0,0
2021-11-01 13:00:01.809000,1635768001759349045,Ask,59.58,105,0
2021-11-01 13:00:01.809000,1635768000673819712,Bid,0.0,0,0
2021-11-01 13:00:01.809000,1635767916615632846,Bid,59.56,174,0
2021-11-01 13:00:01.809000,1635768001759375137,Ask,59.58,125,0
2021-11-01 13:00:01.809000,1635768001759387394,Ask,59.58,41,0
2021-11-01 13:00:01.809000,1635767998743518991,Bid,0.0,0,0
2021-11-01 13:00:01.809000,1635768001759431770,Ask,59.57,125,0
2021-11-01 13:00:01.809000,1635768001759447532,Ask,59.57,110,0
2021-11-01 13:00:01.809000,1635767998743432989,Bid,0.0,0,0
2021-11-01 13:00:01.809000,1635768001759471228,Bid,58.37,32,0
2021-11-01 13:00:01.809000,1635768001759508887,Bid,59.55,61,0
2021-11-01 13:00:01.809000,1635768001759521718,Ask,59.58,168,0
2021-11-01 13:00:01.809000,1635767997776867222,Bid,0.0,0,0
2021-11-01 13:00:01.809000,1635767998804876860,Bid,0.0,0,0
2021-11-01 13:00:01.809000,1635767950031466067,Ask,0.0,0,0
2021-11-01 13:00:01.809000,1635768001760248744,Ask,59.88,167,0
2021-11-01 13:00:01.809000,1635768001760332543,Ask,59.6,90,0
2021-11-01 13:00:01.809000,1635768001760339429,Bid,59.56,61,0
2021-11-01 13:00:01.809000,1635767999862283408,Bid,0.0,0,0
2021-11-01 13:00:01.809000,1635768001760446676,Ask,59.57,35,0
2021-11-01 13:00:01.809000,1635767998743539978,Ask,0.0,0,0
2021-11-01 13:00:01.809000,1635767998743340033,Bid,0.0,0,0
2021-11-01 13:00:01.809000,1635768001779949854,Bid,59.56,96,0
2021-11-01 13:00:01.845700,1635768001760446676,Ask,0.0,0,0
2021-11-01 13:00:01.868200,1635768001849922654,Ask,59.59,101,0
2021-11-01 13:00:01.968900,1635768001955807274,Ask,59.57,35,0
2021-11-01 13:00:02.712100,1635768001760339429,Bid,0.0,0,0
2021-11-01 13:00:03.116300,1635768003081734160,Bid,59.56,61,0
2021-11-01 13:00:03.116300,1635768001759431770,Ask,0.0,0,0
2021-11-01 13:00:03.116300,1635768001759447532,Ask,59.57,110,0
2021-11-01 13:00:03.116300,1635768001955807274,Ask,0.0,0,0
2021-11-01 13:00:03.116300,1635768001759447532,Ask,0.0,0,0
2021-11-01 13:00:03.116300,1635767974590761712,Ask,59.58,219,0
2021-11-01 13:00:03.153000,1635768003109941026,Bid,59.55,101,0
2021-11-01 13:00:03.153000,1635768001760332543,Ask,0.0,0,0
2021-11-01 13:00:03.466700,1635768003450836959,Bid,59.56,72,0
2021-11-01 13:00:03.466700,1635768003450901256,Ask,59.58,35,0
2021-11-01 13:00:03.537100,1635768003512778327,Ask,59.58,100,0
2021-11-01 13:00:03.537100,1635768003512822150,Ask,59.57,125,0
2021-11-01 13:00:03.537100,1635767998743570833,Ask,0.0,0,0
2021-11-01 13:00:03.537100,1635768003512859443,Ask,59.58,21,0
2021-11-01 13:00:03.537100,1635768003109941026,Bid,0.0,0,0
2021-11-01 13:00:03.588400,1635768003531933101,Bid,59.56,37,0
2021-11-01 13:00:03.588400,1635768003512822150,Ask,0.0,0,0
2021-11-01 13:00:03.588400,1635767974590761712,Ask,59.58,219,0
2021-11-01 13:00:03.588400,1635768003532090467,Bid,59.56,33,0
2021-11-01 13:00:03.588400,1635768001759521718,Ask,0.0,0,0
2021-11-01 13:00:03.588400,1635768003512859443,Ask,0.0,0,0
