Timestamp,Tick
2022-04-05 16:00:02.613700,Q|158339||177.56|100|177.59|401||1649167202.6137|
2022-04-05 16:00:02.613700,Q|158340||177.56|200|177.59|401||1649167202.6137|
2022-04-05 16:00:02.628200,Q|158341||177.56|100|177.59|401||1649167202.6282|
2022-04-05 16:00:02.632400,Q|158342||177.56|100|177.58|100||1649167202.6324|
2022-04-05 16:00:02.632400,Q|158343||177.56|100|177.58|200||1649167202.6324|
2022-04-05 16:00:02.638700,Q|158344||177.55|300|177.57|200||1649167202.6387|
2022-04-05 16:00:02.638700,Q|158345||177.56|100|177.57|200||1649167202.6387|
2022-04-05 16:00:02.638700,Q|158346||177.56|100|177.57|100||1649167202.6387|
2022-04-05 16:00:02.660900,Q|158347||177.56|100|177.58|200||1649167202.6609|
2022-04-05 16:00:02.660900,Q|158348||177.55|400|177.58|200||1649167202.6609|
2022-04-05 16:00:02.660900,T|158349||177.56|100||1649167202.6609|||||||||
2022-04-05 16:00:02.660900,Q|158350||177.55|400|177.57|61||1649167202.6609|
2022-04-05 16:00:02.660900,Q|158351||177.55|400|177.57|161||1649167202.6609|
2022-04-05 16:00:02.660900,Q|158352||177.56|100|177.57|161||1649167202.6609|
2022-04-05 16:00:02.660900,Q|158353||177.56|100|177.57|100||1649167202.6609|
2022-04-05 16:00:02.660900,Q|158354||177.56|100|177.57|132||1649167202.6609|
2022-04-05 16:00:02.660900,Q|158355||177.56|100|177.57|232||1649167202.6609|
2022-04-05 16:00:02.660900,Q|158356||177.55|100|177.57|232||1649167202.6609|
2022-04-05 16:00:02.676000,Q|158357||177.54|150|177.57|232||1649167202.676|
2022-04-05 16:00:02.676000,T|158358||177.55|100||1649167202.676|||||||||
2022-04-05 16:00:02.676000,Q|158359||177.54|150|177.56|60||1649167202.676|
2022-04-05 16:00:02.676000,Q|158360||177.54|150|177.56|160||1649167202.676|
2022-04-05 16:00:02.676000,Q|158361||177.54|50|177.56|160||1649167202.676|
