Date,Open,High,Low,Close,Volume,Score,Open_Adjusted,High_Adjusted,Low_Adjusted,Close_Adjusted,Volume_Adjusted,Score_Adjusted
2001-02-06,0.3599277076,0.3828205098,0.357142,0.37723123750000004,462488310.0,0.0,0.3599277076,0.3828205098,0.357142,0.37723123750000004,462488310.0,0.0
2001-02-07,0.3688562576,0.3727669625,0.3538027223,0.370534825,393837745.0,0.0,0.3688562576,0.3727669625,0.3538027223,0.370534825,393837745.0,0.0
2001-02-08,0.3671955473,0.3761240973,0.3604991348,0.370534825,604129450.0,0.0,0.3671955473,0.3761240973,0.3604991348,0.370534825,604129450.0,0.0
2001-02-09,0.36607055,0.3716598223,0.3337134848,0.3415170375,590056616.0,0.0,0.36607055,0.3716598223,0.3337134848,0.3415170375,590056616.0,0.0
2001-02-12,0.3404098973,0.357142,0.33594562229999997,0.3515705848,274092658.0,0.0,0.3404098973,0.357142,0.33594562229999997,0.3515705848,274092658.0,0.0
2001-02-13,0.3560348598,0.36496340979999997,0.3392849,0.3415170375,237070969.0,0.0,0.3560348598,0.36496340979999997,0.3392849,0.3415170375,237070969.0,0.0
2001-02-14,0.3426420348,0.3504455875,0.33035635,0.34821345000000004,309120742.0,0.0,0.3426420348,0.3504455875,0.33035635,0.34821345000000004,309120742.0,0.0
2001-02-15,0.3515705848,0.3671955473,0.3515705848,0.3582669973,311377547.0,0.0,0.3515705848,0.3671955473,0.3515705848,0.3582669973,311377547.0,0.0
2001-02-16,0.3392849,0.34821345000000004,0.33482062500000004,0.3392849,263878233.0,0.0,0.3392849,0.34821345000000004,0.33482062500000004,0.3392849,263878233.0,0.0
2001-02-20,0.3426420348,0.3471063098,0.3247849348,0.3270170723,314899956.0,0.0,0.3426420348,0.3471063098,0.3247849348,0.3270170723,314899956.0,0.0
2001-02-21,0.325892075,0.3560348598,0.325892075,0.3370527625,390208937.0,0.0,0.325892075,0.3560348598,0.325892075,0.3370527625,390208937.0,0.0
2001-02-22,0.3404098973,0.3459813125,0.32142780000000004,0.33594562229999997,432018637.0,0.0,0.3404098973,0.3459813125,0.32142780000000004,0.33594562229999997,432018637.0,0.0
2001-02-23,0.33258848750000003,0.3370527625,0.325892075,0.33594562229999997,293692705.0,0.0,0.33258848750000003,0.3370527625,0.325892075,0.33594562229999997,293692705.0,0.0
2001-02-26,0.3404098973,0.3515705848,0.3314813473,0.34821345000000004,206422095.0,0.0,0.3404098973,0.3515705848,0.3314813473,0.34821345000000004,206422095.0,0.0
2001-02-27,0.3443027451,0.3471063098,0.3337134848,0.3459813125,348511236.0,0.0,0.3443027451,0.3471063098,0.3337134848,0.3459813125,348511236.0,0.0
2001-02-28,0.3459813125,0.3471063098,0.3236599375,0.325892075,508234820.0,0.0,0.3459813125,0.3471063098,0.3236599375,0.325892075,508234820.0,0.0
2001-03-01,0.3180885223,0.33482062500000004,0.30692783479999997,0.33482062500000004,330411993.0,0.0,0.3180885223,0.33482062500000004,0.30692783479999997,0.33482062500000004,330411993.0,0.0
2001-03-02,0.3270170723,0.36496340979999997,0.325892075,0.343749175,406202575.0,0.0,0.3270170723,0.36496340979999997,0.325892075,0.343749175,406202575.0,0.0
2001-03-05,0.3459813125,0.36607055,0.3415170375,0.36383841250000004,324162378.0,0.0,0.3459813125,0.36607055,0.3415170375,0.36383841250000004,324162378.0,0.0
2001-03-06,0.36998125490000006,0.3939811973,0.3694276848,0.38392765,731720156.0,0.0,0.36998125490000006,0.3939811973,0.3694276848,0.38392765,731720156.0,0.0
2001-03-07,0.3805883723,0.3861597875,0.370534825,0.379463375,419508207.0,0.0,0.3805883723,0.3861597875,0.370534825,0.379463375,419508207.0,0.0
2001-03-08,0.3694276848,0.37723123750000004,0.36496340979999997,0.3716598223,204730891.0,0.0,0.3694276848,0.37723123750000004,0.36496340979999997,0.3716598223,204730891.0,0.0
2001-03-09,0.3683026875,0.3694276848,0.357142,0.36160627500000003,299135918.0,0.0,0.3683026875,0.3694276848,0.357142,0.36160627500000003,299135918.0,0.0
2001-03-12,0.3515705848,0.3549098625,0.3236599375,0.33258848750000003,390981738.0,0.0,0.3515705848,0.3549098625,0.3236599375,0.33258848750000003,390981738.0,0.0
2001-03-13,0.3370527625,0.3493384473,0.3247849348,0.3493384473,443246664.0,0.0,0.3370527625,0.3493384473,0.3247849348,0.3493384473,443246664.0,0.0
2001-03-14,0.33035635,0.36607055,0.3292492098,0.36496340979999997,477731547.0,0.0,0.33035635,0.36607055,0.3292492098,0.36496340979999997,477731547.0,0.0
2001-03-15,0.3727669625,0.3816955125,0.3515705848,0.3515705848,529313270.0,0.0,0.3727669625,0.3816955125,0.3515705848,0.3515705848,529313270.0,0.0
2001-03-16,0.3392849,0.3627312723,0.3370527625,0.3504455875,470479529.0,0.0,0.3392849,0.3627312723,0.3370527625,0.3504455875,470479529.0,0.0
2001-03-19,0.352677725,0.3683026875,0.34821345000000004,0.3671955473,355953654.0,0.0,0.352677725,0.3683026875,0.34821345000000004,0.3671955473,355953654.0,0.0
2001-03-20,0.36998125490000006,0.3738919598,0.3515705848,0.3515705848,499207598.0,0.0,0.36998125490000006,0.3738919598,0.3515705848,0.3515705848,499207598.0,0.0
2001-03-21,0.3532312951,0.3727669625,0.3459813125,0.3593741375,371667292.0,0.0,0.3532312951,0.3727669625,0.3459813125,0.3593741375,371667292.0,0.0
2001-03-22,0.36383841250000004,0.388391925,0.3604991348,0.3861597875,723398536.0,0.0,0.36383841250000004,0.388391925,0.3604991348,0.3861597875,723398536.0,0.0
2001-03-23,0.3939811973,0.4207668473,0.3928562,0.4107133,944873468.0,0.0,0.3939811973,0.4207668473,0.3928562,0.4107133,944873468.0,0.0
2001-03-26,0.413034723,0.424106125,0.377320523,0.388927638,734452963.0,0.0,0.413034723,0.424106125,0.377320523,0.388927638,734452963.0,0.0
2001-03-27,0.39178477400000006,0.41160615500000003,0.39107049,0.408391877,543811705.0,0.0,0.39178477400000006,0.41160615500000003,0.39107049,0.408391877,543811705.0,0.0
2001-03-28,0.394284768,0.40178475,0.38392765,0.39589190700000004,585207004.0,0.0,0.394284768,0.40178475,0.38392765,0.39589190700000004,585207004.0,0.0
2001-03-29,0.388749067,0.418748995,0.38392765,0.402320463,613061471.0,0.0,0.388749067,0.418748995,0.38392765,0.402320463,613061471.0,0.0
2001-03-30,0.40267760500000005,0.405713312,0.381070514,0.39410619700000005,400221761.0,0.0,0.40267760500000005,0.405713312,0.381070514,0.39410619700000005,400221761.0,0.0
2001-04-02,0.394463339,0.404641886,0.38214194,0.385534789,341018418.0,0.0,0.394463339,0.404641886,0.38214194,0.385534789,341018418.0,0.0
2001-04-03,0.381427656,0.38214194,0.359463423,0.36142770399999996,368626485.0,0.0,0.381427656,0.38214194,0.359463423,0.36142770399999996,368626485.0,0.0
2001-04-04,0.35285629600000007,0.36160627500000003,0.33482062500000004,0.34821345000000004,685189644.0,0.0,0.35285629600000007,0.36160627500000003,0.33482062500000004,0.34821345000000004,685189644.0,0.0
2001-04-05,0.36785626000000005,0.40178475,0.357142,0.37267767700000004,446690672.0,0.0,0.36785626000000005,0.40178475,0.357142,0.37267767700000004,446690672.0,0.0
2001-04-06,0.37142768000000004,0.375713384,0.35535628999999996,0.36767768900000003,324884780.0,0.0,0.37142768000000004,0.375713384,0.35535628999999996,0.36767768900000003,324884780.0,0.0
2001-04-09,0.369463399,0.381070514,0.358213426,0.366784834,266583040.0,0.0,0.369463399,0.381070514,0.358213426,0.366784834,266583040.0,0.0
2001-04-10,0.37321339,0.40535617,0.37107053800000006,0.393570484,457375498.0,0.0,0.37321339,0.40535617,0.37107053800000006,0.393570484,457375498.0,0.0
2001-04-11,0.410356158,0.4107133,0.37999908800000004,0.38928478000000005,334001602.0,0.0,0.410356158,0.4107133,0.37999908800000004,0.38928478000000005,334001602.0,0.0
2001-04-12,0.38249908200000005,0.41107044200000004,0.377677665,0.40035618200000006,298928717.0,0.0,0.38249908200000005,0.41107044200000004,0.377677665,0.40035618200000006,298928717.0,0.0
2001-04-16,0.394463339,0.39999904,0.372499106,0.382856224,285197484.0,0.0,0.394463339,0.39999904,0.372499106,0.382856224,285197484.0,0.0
2001-04-17,0.37857052,0.37874909100000004,0.34999916000000003,0.36428484,684724843.0,0.0,0.37857052,0.37874909100000004,0.34999916000000003,0.36428484,684724843.0,0.0
2001-04-18,0.385177647,0.429998968,0.376427668,0.406963309,1096163431.0,0.0,0.385177647,0.429998968,0.376427668,0.406963309,1096163431.0,0.0
2001-04-19,0.45624890500000004,0.45982032500000003,0.42142756000000003,0.459284612,1873495696.0,0.0,0.45624890500000004,0.45982032500000003,0.42142756000000003,0.459284612,1873495696.0,0.0
2001-04-20,0.44517750300000003,0.457677473,0.43928466000000005,0.447141784,693376864.0,0.0,0.44517750300000003,0.457677473,0.43928466000000005,0.447141784,693376864.0,0.0
2001-04-23,0.434641814,0.44642750000000003,0.4285704,0.43303467500000004,541286099.0,0.0,0.434641814,0.44642750000000003,0.4285704,0.43303467500000004,541286099.0,0.0
2001-04-24,0.434463243,0.44642750000000003,0.41982042100000005,0.429106113,377110505.0,0.0,0.434463243,0.44642750000000003,0.41982042100000005,0.429106113,377110505.0,0.0
2001-04-25,0.432320391,0.443927506,0.42089184700000004,0.441427512,330781594.0,0.0,0.432320391,0.443927506,0.42089184700000004,0.441427512,330781594.0,0.0
2001-04-26,0.44946320700000003,0.46607031000000004,0.440713228,0.44089179900000003,799642719.0,0.0,0.44946320700000003,0.46607031000000004,0.440713228,0.44089179900000003,799642719.0,0.0
2001-04-27,0.44999892,0.469463159,0.441963225,0.46785602,465249117.0,0.0,0.44999892,0.469463159,0.441963225,0.46785602,465249117.0,0.0
2001-04-30,0.47678457,0.48428455200000003,0.44410607700000004,0.455177479,494761187.0,0.0,0.47678457,0.48428455200000003,0.44410607700000004,0.455177479,494761187.0,0.0
2001-05-01,0.45374891100000003,0.47321315,0.44999892,0.463034603,427174625.0,0.0,0.45374891100000003,0.47321315,0.44999892,0.463034603,427174625.0,0.0
2001-05-02,0.47035601400000004,0.47678457,0.45999889600000005,0.474820289,368525684.0,0.0,0.47035601400000004,0.47678457,0.45999889600000005,0.474820289,368525684.0,0.0
2001-05-03,0.463748887,0.468748875,0.44160608300000004,0.445713216,301527124.0,0.0,0.463748887,0.468748875,0.44160608300000004,0.445713216,301527124.0,0.0
2001-05-04,0.43285610399999996,0.461606035,0.427856116,0.45982032500000003,281053475.0,0.0,0.43285610399999996,0.461606035,0.427856116,0.45982032500000003,281053475.0,0.0
2001-05-07,0.45749890200000004,0.45999889600000005,0.443570364,0.445713216,276444663.0,0.0,0.45749890200000004,0.45999889600000005,0.443570364,0.445713216,276444663.0,0.0
2001-05-08,0.45267748500000005,0.454463195,0.427677545,0.438748947,315443157.0,0.0,0.45267748500000005,0.454463195,0.427677545,0.438748947,315443157.0,0.0
2001-05-09,0.431070394,0.438391805,0.42267755700000004,0.42821325800000004,324884780.0,0.0,0.431070394,0.438391805,0.42267755700000004,0.42821325800000004,324884780.0,0.0
2001-05-10,0.432320391,0.43749895,0.409820445,0.4107133,288921493.0,0.0,0.432320391,0.43749895,0.409820445,0.4107133,288921493.0,0.0
2001-05-11,0.410891871,0.41946327899999997,0.40642759600000006,0.40803473500000004,203045287.0,0.0,0.410891871,0.41946327899999997,0.40642759600000006,0.40803473500000004,203045287.0,0.0
2001-05-14,0.40874901900000005,0.422856128,0.40624902500000004,0.415891859,309529543.0,0.0,0.40874901900000005,0.422856128,0.40624902500000004,0.415891859,309529543.0,0.0
2001-05-15,0.41732042700000005,0.44374893500000007,0.411427584,0.413927578,237026169.0,0.0,0.41732042700000005,0.44374893500000007,0.411427584,0.413927578,237026169.0,0.0
2001-05-16,0.41535614600000004,0.43749895,0.40803473500000004,0.43035968142000003,322331174.0,0.0,0.41535614600000004,0.43749895,0.40803473500000004,0.43035968142000003,322331174.0,0.0
2001-05-17,0.432677533,0.434463243,0.415177575,0.420534705,332175997.0,0.0,0.432677533,0.434463243,0.415177575,0.420534705,332175997.0,0.0
2001-05-18,0.41714185600000003,0.42214184400000004,0.41285615200000003,0.42017756300000003,159208382.0,0.0,0.41714185600000003,0.42214184400000004,0.41285615200000003,0.42017756300000003,159208382.0,0.0
2001-05-21,0.421963273,0.42696326100000004,0.41160615500000003,0.42071327599999997,464369914.0,0.0,0.421963273,0.42696326100000004,0.41160615500000003,0.42071327599999997,464369914.0,0.0
2001-05-22,0.4285704,0.430891823,0.41785614,0.41964185000000004,412877791.0,0.0,0.4285704,0.430891823,0.41785614,0.41964185000000004,412877791.0,0.0
2001-05-23,0.424106125,0.424106125,0.408213306,0.41482043300000004,281042275.0,0.0,0.424106125,0.424106125,0.408213306,0.41482043300000004,281042275.0,0.0
2001-05-24,0.415891859,0.41607043000000005,0.40392760200000005,0.41428472,271751852.0,0.0,0.415891859,0.41607043000000005,0.40392760200000005,0.41428472,271751852.0,0.0
2001-05-25,0.41428472,0.415891859,0.40178475,0.40642759600000006,158743581.0,0.0,0.41428472,0.415891859,0.40178475,0.40642759600000006,158743581.0,0.0
2001-05-29,0.398570472,0.40178475,0.371606251,0.383391937,515990838.0,0.0,0.398570472,0.40178475,0.371606251,0.383391937,515990838.0,0.0
2001-05-30,0.37071339600000003,0.37071339600000003,0.34464203000000004,0.35321343800000005,777080265.0,0.0,0.37071339600000003,0.37071339600000003,0.34464203000000004,0.35321343800000005,777080265.0,0.0
2001-05-31,0.35357058,0.36142770399999996,0.34803487899999996,0.356249145,442893863.0,0.0,0.35357058,0.36142770399999996,0.34803487899999996,0.356249145,442893863.0,0.0
2001-06-01,0.359463423,0.376606239,0.35678485800000004,0.373034819,456020294.0,0.0,0.359463423,0.376606239,0.35678485800000004,0.373034819,456020294.0,0.0
2001-06-04,0.376427668,0.376963381,0.36535626600000004,0.36892768600000003,281943877.0,0.0,0.376427668,0.376963381,0.36535626600000004,0.36892768600000003,281943877.0,0.0
2001-06-05,0.37142768000000004,0.37678481,0.36339198500000003,0.37392767400000004,471789932.0,0.0,0.37142768000000004,0.37678481,0.36339198500000003,0.37392767400000004,471789932.0,0.0
2001-06-06,0.373749103,0.373749103,0.363034843,0.37017768300000004,223210936.0,0.0,0.373749103,0.373749103,0.363034843,0.37017768300000004,223210936.0,0.0
2001-06-07,0.36982054100000006,0.38749907,0.365177695,0.386784786,325153580.0,0.0,0.36982054100000006,0.38749907,0.365177695,0.386784786,325153580.0,0.0
2001-06-08,0.386606215,0.386606215,0.36982054100000006,0.380713372,342502422.0,0.0,0.386606215,0.386606215,0.36982054100000006,0.380713372,342502422.0,0.0
2001-06-11,0.37589195500000006,0.37624909700000003,0.356249145,0.357856284,287734291.0,0.0,0.37589195500000006,0.37624909700000003,0.356249145,0.357856284,287734291.0,0.0
2001-06-12,0.35303486700000003,0.369463399,0.35285629600000007,0.362677701,303795129.0,0.0,0.35303486700000003,0.369463399,0.35285629600000007,0.362677701,303795129.0,0.0
2001-06-13,0.38249908200000005,0.38803478300000005,0.358213426,0.365534837,511438027.0,0.0,0.38249908200000005,0.38803478300000005,0.358213426,0.365534837,511438027.0,0.0
2001-06-14,0.357856284,0.365177695,0.35303486700000003,0.354999148,297366314.0,0.0,0.357856284,0.365177695,0.35303486700000003,0.354999148,297366314.0,0.0
2001-06-15,0.35892771000000007,0.370534825,0.345534885,0.36499912400000006,454625891.0,0.0,0.35892771000000007,0.370534825,0.345534885,0.36499912400000006,454625891.0,0.0
2001-06-18,0.364463411,0.37232053500000006,0.357142,0.363034843,345912830.0,0.0,0.364463411,0.37232053500000006,0.357142,0.363034843,345912830.0,0.0
2001-06-19,0.37232053500000006,0.38214194,0.35732057100000003,0.36053484900000005,321127171.0,0.0,0.37232053500000006,0.38214194,0.35732057100000003,0.36053484900000005,321127171.0,0.0
2001-06-20,0.357142,0.390177635,0.35678485800000004,0.38696335700000006,431621036.0,0.0,0.357142,0.390177635,0.35678485800000004,0.38696335700000006,431621036.0,0.0
2001-06-21,0.38482050500000003,0.4107133,0.37678481,0.401606179,339747215.0,0.0,0.38482050500000003,0.4107133,0.37678481,0.401606179,339747215.0,0.0
2001-06-22,0.40142760800000005,0.4107133,0.38857049600000004,0.397499046,286026286.0,0.0,0.40142760800000005,0.4107133,0.38857049600000004,0.397499046,286026286.0,0.0
2001-06-25,0.40178475,0.4285704,0.400891895,0.428391829,439550655.0,0.0,0.40178475,0.4285704,0.400891895,0.428391829,439550655.0,0.0
2001-06-26,0.416784714,0.42446326700000003,0.410891871,0.424106125,272799055.0,0.0,0.416784714,0.42446326700000003,0.410891871,0.424106125,272799055.0,0.0
2001-06-27,0.42553469299999996,0.4285704,0.40178475,0.416784714,374131298.0,0.0,0.42553469299999996,0.4285704,0.40178475,0.416784714,374131298.0,0.0
2001-06-28,0.41160615500000003,0.42696326100000004,0.409641874,0.420356134,348421636.0,0.0,0.41160615500000003,0.42696326100000004,0.409641874,0.420356134,348421636.0,0.0
2001-06-29,0.422498986,0.44821321000000003,0.41428472,0.415177575,564089354.0,0.0,0.422498986,0.44821321000000003,0.41428472,0.415177575,564089354.0,0.0
2001-07-02,0.42214184400000004,0.432677533,0.413213294,0.42678468999999997,230054152.0,0.0,0.42214184400000004,0.432677533,0.413213294,0.42678468999999997,230054152.0,0.0
2001-07-03,0.41982042100000005,0.43178467800000003,0.41964185000000004,0.42571326400000004,112537870.0,0.0,0.41982042100000005,0.43178467800000003,0.41964185000000004,0.42571326400000004,112537870.0,0.0
2001-07-05,0.42142756000000003,0.42446326700000003,0.410891871,0.41410614900000003,152247565.0,0.0,0.42142756000000003,0.42446326700000003,0.410891871,0.41410614900000003,152247565.0,0.0
2001-07-06,0.40642759600000006,0.40999901600000005,0.387856212,0.39339191300000004,302921527.0,0.0,0.40642759600000006,0.40999901600000005,0.387856212,0.39339191300000004,302921527.0,0.0
2001-07-09,0.394463339,0.4107133,0.387141928,0.40535617,337468010.0,0.0,0.394463339,0.4107133,0.387141928,0.40535617,337468010.0,0.0
2001-07-10,0.409820445,0.411963297,0.372141964,0.37749909400000004,395271349.0,0.0,0.409820445,0.411963297,0.372141964,0.37749909400000004,395271349.0,0.0
2001-07-11,0.375534813,0.40267760500000005,0.37499910000000003,0.402499034,470468329.0,0.0,0.375534813,0.40267760500000005,0.37499910000000003,0.402499034,470468329.0,0.0
2001-07-12,0.41607043000000005,0.443034651,0.41607043000000005,0.434998956,614803076.0,0.0,0.41607043000000005,0.443034651,0.41607043000000005,0.434998956,614803076.0,0.0
2001-07-13,0.430891823,0.44660607100000005,0.42571326400000004,0.44374893500000007,454732291.0,0.0,0.430891823,0.44660607100000005,0.42571326400000004,0.44374893500000007,454732291.0,0.0
2001-07-16,0.444284648,0.44821321000000003,0.42696326100000004,0.427856116,278667869.0,0.0,0.444284648,0.44821321000000003,0.42696326100000004,0.427856116,278667869.0,0.0
2001-07-17,0.42821325800000004,0.450356062,0.410891871,0.44821321000000003,646235951.0,0.0,0.42821325800000004,0.450356062,0.410891871,0.44821321000000003,646235951.0,0.0
2001-07-18,0.3889454951,0.40678473800000003,0.36464198200000003,0.371249109,1136987529.0,0.0,0.3889454951,0.40678473800000003,0.36464198200000003,0.371249109,1136987529.0,0.0
2001-07-19,0.379106233,0.38249908200000005,0.352677725,0.356427716,861119667.0,0.0,0.379106233,0.38249908200000005,0.352677725,0.356427716,861119667.0,0.0
2001-07-20,0.35178487,0.358213426,0.34803487899999996,0.35678485800000004,444635467.0,0.0,0.35178487,0.358213426,0.34803487899999996,0.35678485800000004,444635467.0,0.0
2001-07-23,0.358749139,0.36607055,0.34839202100000005,0.348927734,241360579.0,0.0,0.358749139,0.36607055,0.34839202100000005,0.348927734,241360579.0,0.0
2001-07-24,0.346249169,0.35571343200000005,0.334463483,0.34089203900000004,348309636.0,0.0,0.346249169,0.35571343200000005,0.334463483,0.34089203900000004,348309636.0,0.0
2001-07-25,0.34142775200000003,0.34464203000000004,0.320892087,0.32982063699999997,443997066.0,0.0,0.34142775200000003,0.34464203000000004,0.320892087,0.32982063699999997,443997066.0,0.0
2001-07-26,0.32999920800000004,0.33571348,0.3187849492,0.331963489,370401689.0,0.0,0.32999920800000004,0.33571348,0.3187849492,0.331963489,370401689.0,0.0
2001-07-27,0.33482062500000004,0.343749175,0.33035635,0.33857061600000005,334192002.0,0.0,0.33482062500000004,0.343749175,0.33035635,0.33857061600000005,334192002.0,0.0
2001-07-30,0.34142775200000003,0.34571345600000003,0.33053492100000004,0.338034903,243359784.0,0.0,0.34142775200000003,0.34571345600000003,0.33053492100000004,0.338034903,243359784.0,0.0
2001-07-31,0.344106317,0.34678488200000007,0.33053492100000004,0.335534909,234993364.0,0.0,0.344106317,0.34678488200000007,0.33053492100000004,0.335534909,234993364.0,0.0
2001-08-01,0.339463471,0.35321343800000005,0.338392045,0.340356326,304136730.0,0.0,0.339463471,0.35321343800000005,0.338392045,0.340356326,304136730.0,0.0
2001-08-02,0.350892015,0.354820577,0.34392774600000003,0.353927722,252090205.0,0.0,0.350892015,0.354820577,0.34392774600000003,0.353927722,252090205.0,0.0
2001-08-03,0.355177719,0.35535628999999996,0.3392849,0.34821345000000004,186054847.0,0.0,0.355177719,0.35535628999999996,0.3392849,0.34821345000000004,186054847.0,0.0
2001-08-06,0.339999184,0.351070586,0.3393027571,0.341606323,99652239.0,0.0,0.339999184,0.351070586,0.3393027571,0.341606323,99652239.0,0.0
2001-08-07,0.345177743,0.35124915700000003,0.338927758,0.343749175,168538004.0,0.0,0.345177743,0.35124915700000003,0.338927758,0.343749175,168538004.0,0.0
2001-08-08,0.34392774600000003,0.35178487,0.331070634,0.33749919,276170263.0,0.0,0.34392774600000003,0.35178487,0.331070634,0.33749919,276170263.0,0.0
2001-08-09,0.33857061600000005,0.34196346499999997,0.334284912,0.340177755,200665282.0,0.0,0.33857061600000005,0.34196346499999997,0.334284912,0.340177755,200665282.0,0.0
2001-08-10,0.339999184,0.344999172,0.331963489,0.33964204200000003,186950849.0,0.0,0.339999184,0.344999172,0.331963489,0.33964204200000003,186950849.0,0.0
2001-08-13,0.34107061000000005,0.345177743,0.33499919600000005,0.34089203900000004,147997155.0,0.0,0.34107061000000005,0.345177743,0.33499919600000005,0.34089203900000004,147997155.0,0.0
2001-08-14,0.34285632,0.34571345600000003,0.333392057,0.334463483,228950949.0,0.0,0.34285632,0.34571345600000003,0.333392057,0.334463483,228950949.0,0.0
2001-08-15,0.33499919600000005,0.338213474,0.32499922,0.32928492400000003,289279894.0,0.0,0.33499919600000005,0.338213474,0.32499922,0.32928492400000003,289279894.0,0.0
2001-08-16,0.326249217,0.33482062500000004,0.320892087,0.333034915,288092691.0,0.0,0.326249217,0.33482062500000004,0.320892087,0.333034915,288092691.0,0.0
2001-08-17,0.32142780000000004,0.329463495,0.32124922899999997,0.32267779700000004,208426900.0,0.0,0.32142780000000004,0.329463495,0.32124922899999997,0.32267779700000004,208426900.0,0.0
2001-08-20,0.32392779400000005,0.325534933,0.318034951,0.323570652,252303006.0,0.0,0.32392779400000005,0.325534933,0.318034951,0.323570652,252303006.0,0.0
2001-08-21,0.32392779400000005,0.32392779400000005,0.31607067,0.319999232,185707646.0,0.0,0.32392779400000005,0.32392779400000005,0.31607067,0.319999232,185707646.0,0.0
2001-08-22,0.32035637400000005,0.325892075,0.314463531,0.32517779100000005,174037218.0,0.0,0.32035637400000005,0.325892075,0.314463531,0.32517779100000005,174037218.0,0.0
2001-08-23,0.32499922,0.32749921400000004,0.31392781799999997,0.318034951,217017321.0,0.0,0.32499922,0.32749921400000004,0.31392781799999997,0.318034951,217017321.0,0.0
