Name,Ticker,Exchange,Primary,Country,Currency
Day Hagan Ned Davis Research Smart Sector Etf,SSUS,BATS,XNYS,US,USD
Avantis Real Estate Etf,AVRE,BATS,XNYS,US,USD
Columbia Etf Tr I Sustainable U S Equity Income Etf,ESGS,BATS,XNYS,US,USD
Ishares Msci Intl Value Factor Etf,IVLU,BATS,XNYS,US,USD
Proshares Trust Ultrashort Real Estate New June 2021RS,SRS,BATS,XNYS,US,USD
Ishares Trust SP Mid-Cap 400 Value Etf,IJJ,BATS,XNYS,US,USD
Franklin Templeton Etf Tr Franklin Ftse Switzerland Etf,FLSW,BATS,XNYS,US,USD
Direxion Daily 5G Communications Bull 2X Shares,TENG,BATS,XNYS,US,USD
Direxion Shares Etf Trust Daily Industrials Bull 3X Shares,DUSL,BATS,XNYS,US,USD
Etracs Alerian Midstream Energy High Dividend Index Etn,AMND,BATS,XNYS,US,USD
Pacer Fds Tr Trendpilot Fund Of Funds Etf,TRND,BATS,XNYS,US,USD
Global X Fds Global X Silver Miners Etf Post Rev Spl,SIL,BATS,XNYS,US,USD
Fidelity Covington Trust Msci Health Care Index Etf,FHLC,BATS,XNYS,US,USD
Wisdomtree Trust Intl Largecap Dividend Fd Sbi Usd0001,DOL,BATS,XNYS,US,USD
Invesco Esg SP 500 Equal Weight Etf,RSPE,BATS,XNYS,US,USD
Invesco Exchange Traded Fd Tr Dynamic Pharmaceuticals Etf,PJP,BATS,XNYS,US,USD
Innovator Etfs Trust Loup Frontier Tech Etf,LOUP,BATS,XNYS,US,USD
BAD Etf,BAD,BATS,XNYS,US,USD
Sparkline Intangible Value Etf,ITAN,BATS,XNYS,US,USD
V-Shares Us Leadership Diversity Etf,VDNI,BATS,XNYS,US,USD
Franklin Templeton Etf Tr Franklin Ftse Asia Ex Japan Etf,FLAX,BATS,XNYS,US,USD
Direxion Daily SP 500 High Beta Bull 3X Shares,HIBL,BATS,XNYS,US,USD
T Rowe Price Blue Chip Growth Etf,TCHP,BATS,XNYS,US,USD
Advisorshares Vice Etf,VICE,BATS,XNYS,US,USD
T Rowe Price Total Return Etf,TOTR,BATS,XNYS,US,USD
Proshares Trust Short Dow30 Post Rev Split,DOG,BATS,XNYS,US,USD
Imgp Dbi Hedge Strategy Etf,DBEH,BATS,XNYS,US,USD
Global X SP 500 Covered Call Growth Etf,XYLG,BATS,XNYS,US,USD
Global X Fds Msci China Financials Etf,CHIX,BATS,XNYS,US,USD
Advisorshares Q Portfolio Blended Allocation Etf,QPT,BATS,XNYS,US,USD
Alps Etf Trust Medical Breakthroughs Etf,SBIO,BATS,XNYS,US,USD
Direxion Shares Etf Trust Daily Transportation Bull 3X Shares,TPOR,BATS,XNYS,US,USD
Flexshares Trust Quality Divid Defensive Index Fd,QDEF,BATS,XNYS,US,USD
Vanguard Bond Index Funds Intermediate-Term Bond,BIV,BATS,XNYS,US,USD
Fidelity Covington Trust Msci Materials Index Etf,FMAT,BATS,XNYS,US,USD
American Conservative Values Etf,ACVF,BATS,XNYS,US,USD
Invesco Exchange Traded Fd Tr Raymond James Sb-1 Equity Etf,RYJ,BATS,XNYS,US,USD
Proshares Nanotechnology Etf,TINY,BATS,XNYS,US,USD
Simplify Us Equity Plus Upside Convexity Etf,SPUC,BATS,XNYS,US,USD
Ishares Trust Global Materials Etf,MXI,BATS,XNYS,US,USD
Vanguard Admiral Fds Inc SP Midcap 400 Index Fd Etf Shs,IVOO,BATS,XNYS,US,USD
Wisdomtree New Economy Real Estate Fund,WTRE,BATS,XNYS,US,USD
Alps Etf Trust Intl Sector Divid Dogs Etf,IDOG,BATS,XNYS,US,USD
Proshares Metaverse Etf,VERS,BATS,XNYS,US,USD
Franklin Templeton Etf Tr Franklin Ftse Russia Etf,FLRU,BATS,XNYS,US,USD
Ishares Inc Msci Italy Etf,EWI,BATS,XNYS,US,USD
Proshares Trust SP 500 Bond Etf,SPXB,BATS,XNYS,US,USD
Global X Fds Global X Msci Pakistan EtfPst Rev Splt,PAK,BATS,XNYS,US,USD
Direxion Shares Etf Trust Russell 1000 Growth Over Value Etf,RWGV,BATS,XNYS,US,USD
Spdr Series Trust SP Kensho New Economies Composite Etf,KOMP,BATS,XNYS,US,USD
Proshares Trust Short Real Estate Fd EtfPost Rev Split,REK,BATS,XNYS,US,USD
Alpha Intelligent - Large Cap Growth Etf,AILG,BATS,XNYS,US,USD
Horizon Kinetics Inflation Beneficiaries Etf,INFL,BATS,XNYS,US,USD
Dimensional US Small Cap Etf,DFAS,BATS,XNYS,US,USD
Bny Mellon Emerging Markets Equity Etf,BKEM,BATS,XNYS,US,USD
Infracap Equity Income Fund Etf,ICAP,BATS,XNYS,US,USD
Franklin Templeton Etf Tr Ftse Australia Etf,FLAU,BATS,XNYS,US,USD
Alps Etf Trust Alerian Mlp EtfPost Rev Split,AMLP,BATS,XNYS,US,USD
Bny Mellon Ultra Short Income Etf,BKUI,BATS,XNYS,US,USD
Etracs Alerian Midstream Energy Index Etn,AMNA,BATS,XNYS,US,USD
Invesco Vrdo Tax-Free Etf,PVI,BATS,XNYS,US,USD
Ishares Inc Msci Glbl Energy Produc Etf,FILL,BATS,XNYS,US,USD
Spdr Series Trust Spdr SP 400 Mid Cap Value Etf,MDYV,BATS,XNYS,US,USD
Direxion Daily Real Estate Bull 3X Shares,DRN,BATS,XNYS,US,USD
Vaneck J P Morgan Em Local Currency Bond Etf,EMLC,BATS,XNYS,US,USD
Spdr Bloomberg Sasb Developed Markets Ex Us Esg Select Etf,RDMX,BATS,XNYS,US,USD
Exchange Traded Concepts Trust Emqq Emg Mkts Internet Ecommerce Etf,EMQQ,BATS,XNYS,US,USD
Invesco Exchange Traded Fd Tr SP 500 Eql Wgt Matls Etf,RTM,BATS,XNYS,US,USD
First Trust Multi-Manager Large Growth Etf,MMLG,BATS,XNYS,US,USD
Ishares Trust Core SP Small-Cap Etf,IJR,BATS,XNYS,US,USD
Wbi Bullbear Yield 3000 Etf,WBIG,BATS,XNYS,US,USD
Fidelity Merrimack Street Trust Corporate Bd Etf,FCOR,BATS,XNYS,US,USD
Etracs 2X Leveraged Us Value Factor Tr Etn,IWDL,BATS,XNYS,US,USD
Fidelity Investment Grade Bond Etf,FIGB,BATS,XNYS,US,USD
Vaneck Emerging Markets High Yield Bond Etf,HYEM,BATS,XNYS,US,USD
Spdr Index Shares Funds SP Global Nat Res Etf,GNR,BATS,XNYS,US,USD
Wisdomtree US Efficient Core Fund,NTSX,BATS,XNYS,US,USD
Wisdomtree Trust Europe Hedged Equity Fd,HEDJ,BATS,XNYS,US,USD
Ishares Trust Ibonds Dec 2024 Term Corporate Etf,IBDP,BATS,XNYS,US,USD
Etfmg 2X Daily Travel Tech Etf,AWYX,BATS,XNYS,US,USD
Ishares Us Etf Trust Int Rate Hedged Emerging Mkts Bd Etf,EMBH,BATS,XNYS,US,USD
Alps Etf Trust Riverfront Dynamic Core Income Etf,RFCI,BATS,XNYS,US,USD
Managed Portfolio Series Tortoise North American Pipeline Fund,TPYP,BATS,XNYS,US,USD
Proshares Trust Pshs Ultra Tech,ROM,BATS,XNYS,US,USD
Spdr Series Trust SP Regional Bkg Etf,KRE,BATS,XNYS,US,USD
Bondbloxx Ccc-Rated Usd High Yield Corporate Bond Etf,XCCC,BATS,XNYS,US,USD
Principal Exchange-Traded Fds Spectrum Pfd Secs Active Etf,PREF,BATS,XNYS,US,USD
First Tst Value Line Dividend Index Shs Etf,FVD,BATS,XNYS,US,USD
Ishares Interest Rate Hedged US Aggregate Bond Etf,AGRH,BATS,XNYS,US,USD
Inspire SmallMid Cap Esg Etf,ISMD,BATS,XNYS,US,USD
American Century Low Volatility Etf,LVOL,BATS,XNYS,US,USD
Direxion Breakfast Commodities Strategy Etf,BRKY,BATS,XNYS,US,USD
Dimensional International Value Etf,DFIV,BATS,XNYS,US,USD
Innovator International Developed Power Buffer Etf-October,IOCT,BATS,XNYS,US,USD
Proshares On-Demand Etf,OND,BATS,XNYS,US,USD
Fidelity Merrimack Street Trust Ltd Term Bf Etf,FLTB,BATS,XNYS,US,USD
Ishares Trust Core SP 500 Etf,IVV,BATS,XNYS,US,USD
Iq US Mid Cap RD Leaders Etf,MRND,BATS,XNYS,US,USD
Vaneck Clo Etf,CLOI,BATS,XNYS,US,USD
Advisorshares Psychedelics Etf,PSIL,BATS,XNYS,US,USD
Invesco Exchange Traded Fd Tr Ii SP 500 Enhanced Value Etf,SPVU,BATS,XNYS,US,USD
Invesco Exchange Traded Fd Tr Dynamic Media Etf,PBS,BATS,XNYS,US,USD
Fidelity Covington Trust Quality Factor Etf,FQAL,BATS,XNYS,US,USD
Indexiq Etf Trust Iq 500 International Etf,IQIN,BATS,XNYS,US,USD
Spdr Bloomberg 3-12 Month T-Bill Etf,BILS,BATS,XNYS,US,USD
American Century Etf Trust Avantis U S Small Cap Value Etf Usd,AVUV,BATS,XNYS,US,USD
Sp Funds Dow Jones Global Sukuk Etf,SPSK,BATS,XNYS,US,USD
Kraneshares Tr Kfa Large Cap Quality Dividend Index Etf,KLCD,BATS,XNYS,US,USD
Entrepreneurshares Ser Trust Ershares Entrepreneurs Etf,ENTR,BATS,XNYS,US,USD
Global X Fds Msci Colombia Etf Post Rev Split,GXG,BATS,XNYS,US,USD
Ishares Trust Russell Mid-Cap Growth Etf,IWP,BATS,XNYS,US,USD
Abrdn Bloomberg All Commodity Strategy K-1 Free Etf,BCI,BATS,XNYS,US,USD
Invesco Ccy Shs Euro Tr Euro Shs Etf,FXE,BATS,XNYS,US,USD
Etf Managers Trust Bluestar Israel Technology Etf,ITEQ,BATS,XNYS,US,USD
Franklin Templeton Etf Tr Ftse France Etf,FLFR,BATS,XNYS,US,USD
Flexshares Trust International Quality Div Idx,IQDF,BATS,XNYS,US,USD
Proshares Trust Pshs Ult Basmatl,UYM,BATS,XNYS,US,USD
Invesco Exchange Traded Fd Tr Wilderhill Clean Energy Etf,PBW,BATS,XNYS,US,USD
Direxion Daily Msci Brazil Bull 2X Shares,BRZU,BATS,XNYS,US,USD
Janus Henderson US Real Estate Etf,JRE,BATS,XNYS,US,USD
American Century Etf Trust Avantis International Small Cap Val Etf,AVDV,BATS,XNYS,US,USD
Vanguard Bond Index Funds Short-Term Bond,BSV,BATS,XNYS,US,USD
John Hancock Exchange Traded Fd Tr Multifactor Emerging Markets Etf,JHEM,BATS,XNYS,US,USD
Bny Mellon Short Duration Corporate Bond Etf,BKSB,BATS,XNYS,US,USD
Discipline Fund Etf,DSCF,BATS,XNYS,US,USD
Global X Msci Vietnam Etf,VNAM,BATS,XNYS,US,USD
Listed Fund Trust Overlay Shares Municipal Bond Etf,OVM,BATS,XNYS,US,USD
Wisdomtree Growth Leaders Fund,PLAT,BATS,XNYS,US,USD
Alger 35 Etf,ATFV,BATS,XNYS,US,USD
Global X Fds Global X Msci Portugal Etf,PGAL,BATS,XNYS,US,USD
Ishares Trust Expanded Tech Sector Etf,IGM,BATS,XNYS,US,USD
First Trust Exch Traded Fund 2 Health Care Alphadex Fd,FXH,BATS,XNYS,US,USD
Global Beta Low Beta Etf,GBLO,BATS,XNYS,US,USD
Vanguard Index Funds Vanguard Small-Cap Etf,VB,BATS,XNYS,US,USD
United Sts Commodity Index Fd Commodity Index Fd,USCI,BATS,XNYS,US,USD
Ballast SmallMid Cap Etf,MGMT,BATS,XNYS,US,USD
Spinnaker Etf Series Uva Unconstrained Medum Trm Fxd Incm Etf,FFIU,BATS,XNYS,US,USD
Invesco Exchange Traded Fd Tr Dynamic Leisure Entmt Etf,PEJ,BATS,XNYS,US,USD
Vanguard World Fds Vanguard Consumer Staples Etf,VDC,BATS,XNYS,US,USD
Proshares Trust Ultrashort Basic Matls NewRS,SMN,BATS,XNYS,US,USD
First Trust Exch Traded Fund 2 Consumer Discretionary Alphadex Fd Usd,FXD,BATS,XNYS,US,USD
Etracs Quarterly Pay 15X Leveraged Mvis Bdc Index Etn Due June 10 2050,BDCX,BATS,XNYS,US,USD
Proshares Trust Inflation Expectations Etf,RINF,BATS,XNYS,US,USD
Hartford Funds Exchange Traded Tr Total Return Bond Etf,HTRB,BATS,XNYS,US,USD
Ishares Trust US Finls Etf,IYF,BATS,XNYS,US,USD
Etfis Series Trust I Infracap Reit Pfd Etf,PFFR,BATS,XNYS,US,USD
Flexshares Trust Quality Divid Index Fd,QDF,BATS,XNYS,US,USD
Sonicshares Global Shipping Etf,BOAT,BATS,XNYS,US,USD
Advisorshares Trust Newfleet Multi-Sector Income Etf,MINC,BATS,XNYS,US,USD
Rayliant Quantamental China Equity Etf,RAYC,BATS,XNYS,US,USD
United Sts 12 Month Oil Fd Lp Unit Ben Int,USL,BATS,XNYS,US,USD
Flexshares Trust Emerging Mkts Quality Low Volatility Idx,QLVE,BATS,XNYS,US,USD
First Trust Exch Traded Fund 2 Consumer Staple Alphadex Fd,FXG,BATS,XNYS,US,USD
Ishares Virtual Work And Life Multisector Etf,IWFH,BATS,XNYS,US,USD
Ishares Inc Msci Austria Etf,EWO,BATS,XNYS,US,USD
Janus Henderson Sustainable Corporate Bond Etf,SCRD,BATS,XNYS,US,USD
Abrdn Physical Platinum Shares Etf,PPLT,BATS,XNYS,US,USD
Ishares Trust 10-20 Year Treasury Bd Etf,TLH,BATS,XNYS,US,USD
Spdr Bloomberg International Corporate Bond Etf,IBND,BATS,XNYS,US,USD
Ishares US Consumer Staples Etf,IYK,BATS,XNYS,US,USD
Fidelity Covington Trust High Yield Factor Etf,FDHY,BATS,XNYS,US,USD
Rh Tactical Outlook Etf,RHTX,BATS,XNYS,US,USD
Ishares Trust GovernmentCredit Bd Etf,GBF,BATS,XNYS,US,USD
Ssga Active Tr Spdr Ssga Us Sector Rotation Etf,XLSR,BATS,XNYS,US,USD
Spdr Series Trust Portfolio Tips Etf,SPIP,BATS,XNYS,US,USD
Spdr Series Trust SP Kensho Intelligent Structures Etf,SIMS,BATS,XNYS,US,USD
Janus Henderson International Sustainable Equity Etf,SXUS,BATS,XNYS,US,USD
Sonicshares Airlines Hotels Cruise Lines Etf,TRYP,BATS,XNYS,US,USD
Wisdomtree Trust Cboe SP 500 Putwrite Strategy Fd,PUTW,BATS,XNYS,US,USD
Ishares Msci Usa Small-Cap Multifactor Etf,SMLF,BATS,XNYS,US,USD
Amberwave Invest Usa Jsg Fund,IUSA,BATS,XNYS,US,USD
Ishares Trust Us Real Estate Etf Usd,IYR,BATS,XNYS,US,USD
Proshares Trust Short FtseXinhua China 50,YXI,BATS,XNYS,US,USD
Oneascent Core Plus Bond Etf,OACP,BATS,XNYS,US,USD
Goldman Sachs Etf Trust Activebeta Japan Equity Etf,GSJY,BATS,XNYS,US,USD
Spdr Series Trust Spdr Portfolio SP 500 High Dividend Etf,SPYD,BATS,XNYS,US,USD
Viridi Bitcoin Miners Etf,RIGZ,BATS,XNYS,US,USD
Invesco Exchange Traded Fd Tr Dynamic Networking Etf,PXQ,BATS,XNYS,US,USD
Franklin Templeton Etf Tr Ftse China Etf,FLCH,BATS,XNYS,US,USD
Vanguard Intl Equity Index Funds Ftse Pacific Etf,VPL,BATS,XNYS,US,USD
Ishares Trust Growth Allocation Etf,AOR,BATS,XNYS,US,USD
Etfmg Prime 2X Daily Inverse Junior Silver Miners Etf,SINV,BATS,XNYS,US,USD
Microsectors Gold Miners 3X Leveraged Etn,GDXU,BATS,XNYS,US,USD
Spdr Index Shares Funds Portfolio Msci Global Stock Market Etf,SPGM,BATS,XNYS,US,USD
Ishares Trust Core SP Mid-Cap Etf,IJH,BATS,XNYS,US,USD
Jpmorgan Activebuilders US Large Cap Equity Etf,JUSA,BATS,XNYS,US,USD
Schwab Strategic Tr Fundamental U S Large Co Index Etf,FNDX,BATS,XNYS,US,USD
Pgim Etf Trust Active High Yield Bond Etf,PHYL,BATS,XNYS,US,USD
Hartford Schroders Commodity Strategy Etf,HCOM,BATS,XNYS,US,USD
Spdr Series Trust SP Oil Gas Expl Prodtn Etf PS,XOP,BATS,XNYS,US,USD
Invesco Exchange Traded Fd Tr Dynamic Large Cap Value Etf,PWV,BATS,XNYS,US,USD
Invesco Db Multi-Sector Comm Tr Energy Fd Etf,DBE,BATS,XNYS,US,USD
Volt Crypto Industry Revolution And Tech Etf,BTCR,BATS,XNYS,US,USD
Avantis Responsible International Equity Etf,AVSD,BATS,XNYS,US,USD
Xtrackers Harvest Csi 300 China A-Shares Etf,ASHR,BATS,XNYS,US,USD
Invesco Exchange Traded Fd Tr Ii SP 500 Low Volatility Etf,SPLV,BATS,XNYS,US,USD
Principal Spectrum Tax-Advantaged Dividend Active Etf,PQDI,BATS,XNYS,US,USD
Gabelli Love Our Planet People Etf,LOPP,BATS,XNYS,US,USD
Relative Sentiment Tactical Allocation Etf,MOOD,BATS,XNYS,US,USD
Wisdomtree US Value Fund,WTV,BATS,XNYS,US,USD
Pgim Total Return Bond Etf,PTRB,BATS,XNYS,US,USD
Direxion Shares Etf Trust Daily Csi 300 China A Sh Bear 1X Shs,CHAD,BATS,XNYS,US,USD
Ishares Inc Msci South Africa Etf,EZA,BATS,XNYS,US,USD
Xtrackers SP Midcap 400 Esg Etf,MIDE,BATS,XNYS,US,USD
Graniteshares Etf Trust Bloomberg Commodity Broad Strategy No K1,COMB,BATS,XNYS,US,USD
Fmc Excelsior Focus Equity Etf,FMCX,BATS,XNYS,US,USD
Defiance Next Gen H2 Etf,HDRO,BATS,XNYS,US,USD
Direxion Daily Dow Jones Internet Bull 3X Shares,WEBL,BATS,XNYS,US,USD
Invesco Db Multi-Sector Comm Tr Oil Fd Etf,DBO,BATS,XNYS,US,USD
Ishares Trust Global Comm Services Etf,IXP,BATS,XNYS,US,USD
Spdr Index Shares Funds Msci Emerging Mark Strategic Factors Etf,QEMM,BATS,XNYS,US,USD
Abrdn Bloomberg All Commodity Longer Dated Strategy K-1 Free Etf,BCD,BATS,XNYS,US,USD
Advisorshares Restaurant Etf,EATZ,BATS,XNYS,US,USD
Kraneshares Tr Csi China Internet Etf,KWEB,BATS,XNYS,US,USD
Harbor Long-Term Growers Etf,WINN,BATS,XNYS,US,USD
Vaneck Gold Miners Etf,GDX,BATS,XNYS,US,USD
Ishares Inc Msci World Etf,URTH,BATS,XNYS,US,USD
Uncommon Portfolio Design Core Equity Etf,UGCE,BATS,XNYS,US,USD
Vanguard World Fund Mega Cap 300 Index-Etf,MGC,BATS,XNYS,US,USD
Kraneshares Global Carbon Transformation Etf,KGHG,BATS,XNYS,US,USD
Neuberger Berman Disrupters Etf,NBDS,BATS,XNYS,US,USD
Global X Fds Msci China Materials Etf,CHIM,BATS,XNYS,US,USD
Jp Morgan Etf Trust Diversified Return Us Equity Usd,JPUS,BATS,XNYS,US,USD
Formidable Fortress Etf,KONG,BATS,XNYS,US,USD
Rayliant Quantamental Emerging Market Equity Etf,RAYE,BATS,XNYS,US,USD
Etc 6 Meridian Hedged Equity Index Option Etf,SIXH,BATS,XNYS,US,USD
Alps Etf Trust Riverfront Dynamic Us Flex Cap Etf,RFFC,BATS,XNYS,US,USD
Harbor All-Weather Inflation Focus Etf,HGER,BATS,XNYS,US,USD
Zega Buy Hedge Etf,ZHDG,BATS,XNYS,US,USD
Proshares Trust Ultrashort Msci Emerging Mkts,EEV,BATS,XNYS,US,USD
Jp Morgan Etf Trust Us Aggregate Bd Etf New Post Rev Splt,JAGG,BATS,XNYS,US,USD
Global X Fds Global X Lithium Battery Tech Etf Usd,LIT,BATS,XNYS,US,USD
Leadershares Equity Skew Etf,SQEW,BATS,XNYS,US,USD
Ishares Msci Usa Size Factor Etf,SIZE,BATS,XNYS,US,USD
Vanguard Intl Equity Index Funds Ftse All-World Ex-Us Etf,VEU,BATS,XNYS,US,USD
Lifegoal Conservative Wealth Builder Etf,SAVN,BATS,XNYS,US,USD
Xtrackers Msci All World Ex Us Hedged Equity Etf,DBAW,BATS,XNYS,US,USD
Inspire Faithward Large Cap Momentum Esg Etf,FEVR,BATS,XNYS,US,USD
First Trust Tcw Esg Premier Equity Etf,EPRE,BATS,XNYS,US,USD
Trueshares Low Volatility Equity Income Etf,DIVZ,BATS,XNYS,US,USD
United States Natural Gas Fund Lp Unit Post Rev Split,UNG,BATS,XNYS,US,USD
Vanguard World Fund Mega Cap Growth Etf,MGK,BATS,XNYS,US,USD
Proshares Trust Pshs Consmrgoods,UGE,BATS,XNYS,US,USD
Spdr Series Trust SP Aerospace Defense Etf Usd,XAR,BATS,XNYS,US,USD
Kraneshares Tr Cicc China Leaders 100 Index Etf,KFYP,BATS,XNYS,US,USD
Ishares Trust SP 500 Value Etf,IVE,BATS,XNYS,US,USD
Spdr Bloomberg Emerging Markets Usd Bond Etf,EMHC,BATS,XNYS,US,USD
Spdr Index Shares Funds Spdr SP Global Infrastructure Etf,GII,BATS,XNYS,US,USD
Simplify Volt Robocar Disruption And Tech Etf,VCAR,BATS,XNYS,US,USD
Etracs 2X Leveraged Us Dividend Factor Tr Etn,SCDL,BATS,XNYS,US,USD
Qraft Ai-Enhanced Us Next Value Etf,NVQ,BATS,XNYS,US,USD
Spdr Series Trust SP Internet Etf,XWEB,BATS,XNYS,US,USD
Invesco Exchange Traded Fd Tr Dynamic Mkt Etf,PWC,BATS,XNYS,US,USD
Xtrackers Low Beta High Yield Bond Etf,HYDW,BATS,XNYS,US,USD
Proshares Trust Ultrashort Healthcare New April 2021RS,RXD,BATS,XNYS,US,USD
Etf Series Solutions Aam SP 500 High Divid Value Etf,SPDV,BATS,XNYS,US,USD
Proshares Trust Short Russell2000 Post Rev Split,RWM,BATS,XNYS,US,USD
Rpar Risk Parity Etf,RPAR,BATS,XNYS,US,USD
Roundhill Sports Betting Igaming Etf,BETZ,BATS,XNYS,US,USD
Wisdomtree Trust Emerging Mkts Smallcap Divid Fd,DGS,BATS,XNYS,US,USD
Direxion Daily Oil Services Bull 2X Shares,ONG,BATS,XNYS,US,USD
Capital Group Core Equity Etf,CGUS,BATS,XNYS,US,USD
Ishares Trust 0-5Yr High Yeild Corp Bd Etf,SHYG,BATS,XNYS,US,USD
Graniteshares Etf Trust Xout Us Large Cap Etf,XOUT,BATS,XNYS,US,USD
Vanguard Intl Equity Index Funds Ftse All-World Ex Usa Small Cap Etf,VSS,BATS,XNYS,US,USD
Ishares Trust Self Driving Ev And Tech Etf,IDRV,BATS,XNYS,US,USD
Ishares Trust US Medical Devices Etf,IHI,BATS,XNYS,US,USD
Goldman Sachs Etf Trust Access Treasury 0-1 Year Etf,GBIL,BATS,XNYS,US,USD
Trueshares Technology Ai Deep Learning Etf,LRNZ,BATS,XNYS,US,USD
Direxion Daily Dow Jones Internet Bear 3X Shares,WEBS,BATS,XNYS,US,USD
Fidelity Covington Trust Msci Real Estate Index Etf,FREL,BATS,XNYS,US,USD
Etf Series Solutions Vident Core Us Equity Fd,VUSE,BATS,XNYS,US,USD
Franklin Templeton Etf Tr Liberty Us Core Bond Etf,FLCB,BATS,XNYS,US,USD
Leadershares Dynamic Yield Etf,DYLD,BATS,XNYS,US,USD
Innovator Emerging Markets Power Buffer Etf-October,EOCT,BATS,XNYS,US,USD
Ishares Trust Msci Acwi Low Carbon Target,CRBN,BATS,XNYS,US,USD
Invesco Exchange Traded Fd Tr Zacks Multi-Asset Income Etf,CVY,BATS,XNYS,US,USD
Franklin Templeton Etf Tr Ftse Brazil Etf,FLBR,BATS,XNYS,US,USD
Schwab Strategic Tr Us Large-Cap Etf,SCHX,BATS,XNYS,US,USD
Oneascent Large Cap Core Etf,OALC,BATS,XNYS,US,USD
Ishares Trust Us Oil EquipSvs,IEZ,BATS,XNYS,US,USD
Alps Etf Trust Alps Reit Dividend Dogs Etf,RDOG,BATS,XNYS,US,USD
Spdr Series Trust Portfolio Mortgage Backed Bond Etf,SPMB,BATS,XNYS,US,USD
Direxion Shares Etf Trust Daily SP 500 Bull 2X New,SPUU,BATS,XNYS,US,USD
Global X Fds Msci China Consumer Discretionary Etf,CHIQ,BATS,XNYS,US,USD
Amplify Inflation Fighter Etf,IWIN,BATS,XNYS,US,USD
Flexshares Trust Global Quality Real Estate Index,GQRE,BATS,XNYS,US,USD
Spdr Series Trust Portfolio Aggregate Bond Etf,SPAB,BATS,XNYS,US,USD
Ishares US Tech Breakthrough Multisector Etf,TECB,BATS,XNYS,US,USD
Schwab Strategic Tr Us Large-Cap Growth Etf,SCHG,BATS,XNYS,US,USD
Uscf Midstream Energy Income Fund,UMI,BATS,XNYS,US,USD
Kraneshares Tr Kfa Small Cap Quality Dividend Index Etf,KSCD,BATS,XNYS,US,USD
Invesco Exchange Traded Fd Tr SP 500 Buy Write Etf,PBP,BATS,XNYS,US,USD
First Trust Limited Duration Investment Grade Corporate Etf,FSIG,BATS,XNYS,US,USD
Franklin Templeton Etf Tr Libertyq Global Divid Etf,FLQD,BATS,XNYS,US,USD
Fidelity Covington Trust High Dividend Etf,FDVV,BATS,XNYS,US,USD
Xtrackers Msci China A Inclusion Equity Etf,ASHX,BATS,XNYS,US,USD
Proshares Bitcoin Strategy Etf,BITO,BATS,XNYS,US,USD
Direxion Shares Etf Trust Daily SP Biotech Bull 3X Post Rev Splt,LABU,BATS,XNYS,US,USD
Flexshares Esg Climate High Yield Corporate Core Index Fund,FEHY,BATS,XNYS,US,USD
Xtrackers Usd High Yield Corporate Bond Etf,HYLB,BATS,XNYS,US,USD
Quadratic Deflation Etf,BNDD,BATS,XNYS,US,USD
Tidal Etf Trust Sofi Select 500 Etf,SFY,BATS,XNYS,US,USD
Advocate Rising Rate Hedge Etf,RRH,BATS,XNYS,US,USD
Advisorshares Trust Advisorshares Focused Equity Etf,CWS,BATS,XNYS,US,USD
Simplify Volt Cloud And Cybersecurity Disruption Etf,VCLO,BATS,XNYS,US,USD
Advisorshares Managed Bitcoin Strategy Etf,CRYP,BATS,XNYS,US,USD
Pacer Lunt Midcap Multi-Factor Alternator Etf,PAMC,BATS,XNYS,US,USD
Bny Mellon High Yield Beta Etf,BKHY,BATS,XNYS,US,USD
Absolute Core Strategy Etf,ABEQ,BATS,XNYS,US,USD
Columbia Etf Tr I Diversified Fxd Income Allocation Etf,DIAL,BATS,XNYS,US,USD
Ishares US Consumer Discretionary Etf,IYC,BATS,XNYS,US,USD
Global X Fds Msci Next Emerging Frontier Etf,EMFM,BATS,XNYS,US,USD
Bondbloxx Usd High Yield Bond Industrial Sector Etf,XHYI,BATS,XNYS,US,USD
Exchange Traded Concepts Trust Hull Tactical Us Usd,HTUS,BATS,XNYS,US,USD
Simplify Us Small Cap Plus Downside Convexity Etf,RTYD,BATS,XNYS,US,USD
Invesco Exchange Traded Fd Tr SP 500 Garp Etf,SPGP,BATS,XNYS,US,USD
First Tr Ftse EpraNareit Devl Com Npv,FFR,BATS,XNYS,US,USD
Applied Finance Valuation Large Cap Etf,VSLU,BATS,XNYS,US,USD
Proshares Trust Pshs Sh Msci Eaf,EFZ,BATS,XNYS,US,USD
Vanguard Index Funds Vanguard Mid-Cap Growth Etf,VOT,BATS,XNYS,US,USD
Ishares Inc Msci Sweden Etf,EWD,BATS,XNYS,US,USD
Spdr Index Shares Funds Msci Emerging Mkts Fossil Fuel Reserves,EEMX,BATS,XNYS,US,USD
Listed Fund Trust Overlay Shs Foreign Equity Etf,OVF,BATS,XNYS,US,USD
Rh Tactical Rotation Etf,RHRX,BATS,XNYS,US,USD
Amplify Etf Tr Cwp Enhanced Dividend Income Etf,DIVO,BATS,XNYS,US,USD
Kraneshares Tr Msci Emerging Markets Ex China Index Etf,KEMX,BATS,XNYS,US,USD
Invesco Exchange Traded Fd Tr Ii SP Midcap 400 Revenue Etf,RWK,BATS,XNYS,US,USD
Principal Exchange-Traded Fds Prin Ultra Short Active Income Etf,USI,BATS,XNYS,US,USD
