Timestamp,Price,Size,Flag
11/05/2021 13:30:19,151.82,100,
11/05/2021 13:30:19,151.82,100,
11/05/2021 13:30:19,151.81,300,
11/05/2021 13:30:19,151.81,1,
11/05/2021 13:30:19,151.77,100,
11/05/2021 13:30:20,151.77,100,
11/05/2021 13:30:20,151.74,100,
11/05/2021 13:30:20,151.74,24,
11/05/2021 13:30:20,151.74,100,
11/05/2021 13:30:20,151.745,100,
11/05/2021 13:30:20,151.72,100,
11/05/2021 13:30:20,151.7,100,
11/05/2021 13:30:20,151.69,2,
11/05/2021 13:30:20,151.69,100,
11/05/2021 13:30:20,151.69,100,
11/05/2021 13:30:20,151.69,21,
11/05/2021 13:30:20,151.695,79,
11/05/2021 13:30:20,151.7,21,
11/05/2021 13:30:20,151.7,100,
11/05/2021 13:30:20,151.7,132,
11/05/2021 13:30:20,151.7,100,
11/05/2021 13:30:20,151.7,100,
11/05/2021 13:30:20,151.71,2,
11/05/2021 13:30:20,151.72,2,
11/05/2021 13:30:20,151.71,98,
11/05/2021 13:30:20,151.71,100,
11/05/2021 13:30:20,151.7,100,
11/05/2021 13:30:20,151.71,100,
11/05/2021 13:30:20,151.71,2,
11/05/2021 13:30:20,151.72,100,
11/05/2021 13:30:20,151.72,34,
11/05/2021 13:30:20,151.73,89,
11/05/2021 13:30:20,151.72,100,
11/05/2021 13:30:20,151.72,2,
11/05/2021 13:30:20,151.71,98,
11/05/2021 13:30:20,151.71,4,
11/05/2021 13:30:20,151.7,100,
11/05/2021 13:30:20,151.7,100,
11/05/2021 13:30:20,151.7,100,
11/05/2021 13:30:20,151.69,100,
11/05/2021 13:30:20,151.68,900,
11/05/2021 13:30:20,151.68,4,
11/05/2021 13:30:20,151.68,100,
11/05/2021 13:30:20,151.68,100,
11/05/2021 13:30:20,151.68,296,
11/05/2021 13:30:20,151.71,77,
11/05/2021 13:30:20,151.7,100,
11/05/2021 13:30:20,151.7,44,
11/05/2021 13:30:21,151.65,87,
11/05/2021 13:30:21,151.63,100,
11/05/2021 13:30:21,151.62,100,
11/05/2021 13:30:22,151.66,2,
11/05/2021 13:30:22,151.66,98,
11/05/2021 13:30:22,151.69,2,
11/05/2021 13:30:22,151.68,98,
11/05/2021 13:30:22,151.69,21,
11/05/2021 13:30:22,151.69,24,
11/05/2021 13:30:23,151.66,100,
11/05/2021 13:30:23,151.69,100,
11/05/2021 13:30:23,151.7,100,
11/05/2021 13:30:23,151.69,800,
11/05/2021 13:30:23,151.71,100,
11/05/2021 13:30:23,151.72,100,
11/05/2021 13:30:23,151.72,100,
11/05/2021 13:30:23,151.73,800,
11/05/2021 13:30:23,151.71,100,
11/05/2021 13:30:24,151.7,100,
11/05/2021 13:30:24,151.73,100,
11/05/2021 13:30:24,151.73,100,
11/05/2021 13:30:24,151.72,25,
11/05/2021 13:30:24,151.73,100,
11/05/2021 13:30:24,151.74,100,
11/05/2021 13:30:24,151.74,100,
11/05/2021 13:30:24,151.76,400,
11/05/2021 13:30:24,151.76,100,
11/05/2021 13:30:24,151.75,12,
11/05/2021 13:30:24,151.75,88,
11/05/2021 13:30:24,151.75,100,
11/05/2021 13:30:24,151.76,100,
11/05/2021 13:30:24,151.76,25,
11/05/2021 13:30:25,151.77,100,
11/05/2021 13:30:25,151.76,100,
11/05/2021 13:30:25,151.76,43,
11/05/2021 13:30:25,151.75,100,
11/05/2021 13:30:25,151.74,100,
11/05/2021 13:30:25,151.74,100,
11/05/2021 13:30:25,151.74,3,
11/05/2021 13:30:25,151.74,97,
11/05/2021 13:30:25,151.73,57,
11/05/2021 13:30:25,151.73,43,
11/05/2021 13:30:25,151.72,75,
11/05/2021 13:30:25,151.71,6,
11/05/2021 13:30:25,151.71,94,
11/05/2021 13:30:25,151.71,100,
11/05/2021 13:30:25,151.68,100,
11/05/2021 13:30:25,151.67,100,
11/05/2021 13:30:26,151.71,100,
11/05/2021 13:30:26,151.72,98,
11/05/2021 13:30:26,151.7,100,
11/05/2021 13:30:26,151.69,100,
11/05/2021 13:30:26,151.68,100,
11/05/2021 13:30:26,151.67,100,
11/05/2021 13:30:26,151.67,2,
11/05/2021 13:30:26,151.67,100,
11/05/2021 13:30:26,151.67,7,
11/05/2021 13:30:27,151.67,8,
11/05/2021 13:30:27,151.68,74,
11/05/2021 13:30:27,151.68,26,
11/05/2021 13:30:27,151.68,74,
11/05/2021 13:30:27,151.67,9,
11/05/2021 13:30:27,151.67,14,
11/05/2021 13:30:27,151.69,100,
11/05/2021 13:30:27,151.67,57,
11/05/2021 13:30:27,151.66,245,
11/05/2021 13:30:27,151.65,24,
11/05/2021 13:30:27,151.65,76,
11/05/2021 13:30:28,151.62,500,
11/05/2021 13:30:28,151.62,20,
11/05/2021 13:30:28,151.64,100,
11/05/2021 13:30:28,151.64,100,
11/05/2021 13:30:28,151.61,100,
11/05/2021 13:30:28,151.62,1,
11/05/2021 13:30:29,151.61,94,
11/05/2021 13:30:29,151.61,100,
11/05/2021 13:30:29,151.63,100,
11/05/2021 13:30:29,151.61,98,
11/05/2021 13:30:29,151.61,100,
11/05/2021 13:30:29,151.63,9,
11/05/2021 13:30:29,151.65,7,
11/05/2021 13:30:29,151.65,93,
11/05/2021 13:30:30,151.65,100,
11/05/2021 13:30:30,151.65,190,
11/05/2021 13:30:30,151.65,92,
11/05/2021 13:30:30,151.65,18,
11/05/2021 13:30:30,151.65,100,
11/05/2021 13:30:30,151.65,7,
11/05/2021 13:30:30,151.63,1,
11/05/2021 13:30:30,151.66,100,
11/05/2021 13:30:31,151.63,80,
11/05/2021 13:30:31,151.64,100,
11/05/2021 13:30:31,151.64,100,
11/05/2021 13:30:31,151.64,200,
11/05/2021 13:30:32,151.65,100,
11/05/2021 13:30:32,151.67,100,
11/05/2021 13:30:32,151.67,1600,
11/05/2021 13:30:32,151.67,100,
11/05/2021 13:30:33,151.69,100,
11/05/2021 13:30:33,151.66,100,
11/05/2021 13:30:34,151.7,100,
11/05/2021 13:30:34,151.72,100,
11/05/2021 13:30:34,151.7,78,
11/05/2021 13:30:34,151.7,22,
11/05/2021 13:30:34,151.7,100,
11/05/2021 13:30:34,151.69,100,
11/05/2021 13:30:34,151.69,27,
11/05/2021 13:30:34,151.68,5,
11/05/2021 13:30:34,151.71,50,
11/05/2021 13:30:34,151.71,50,
11/05/2021 13:30:35,151.69,100,
11/05/2021 13:30:35,151.68,95,
11/05/2021 13:30:35,151.69,2,
11/05/2021 13:30:35,151.69,100,
11/05/2021 13:30:35,151.68,2,
11/05/2021 13:30:35,151.67,100,
11/05/2021 13:30:35,151.67,44,
11/05/2021 13:30:36,151.71,100,
11/05/2021 13:30:37,151.74,100,
11/05/2021 13:30:37,151.74,1,
11/05/2021 13:30:37,151.74,100,
11/05/2021 13:30:37,151.74,100,
11/05/2021 13:30:37,151.72,100,
11/05/2021 13:30:38,151.69,100,
11/05/2021 13:30:38,151.67,100,
11/05/2021 13:30:38,151.68,41,
11/05/2021 13:30:38,151.66,100,
