Date,Open,High,Low,Close,Volume,Count,Open_Adj,High_Adj,Low_Adj,Close_Adj,Volume_Adj,Count_Adj
2022-06-03 20:05:00,2446.84,2454.3738,2442.2708,2449.11,55173,3097,2446.84,2454.3738,2442.2708,2449.11,55173,3097
2022-06-03 20:10:00,2448.89,2455.64,2446.361,2454.21,56873,2904,2448.89,2455.64,2446.361,2454.21,56873,2904
2022-06-03 20:15:00,2453.065,2510.22,2446.0,2454.44,46836,2004,2453.065,2510.22,2446.0,2454.44,46836,2004
2022-06-03 20:20:00,2454.44,2454.9,2446.78,2448.37,22018,1981,2454.44,2454.9,2446.78,2448.37,22018,1981
2022-06-03 20:25:00,2447.4,2457.0,2447.072,2456.0,54844,2754,2447.4,2457.0,2447.072,2456.0,54844,2754
2022-06-03 20:30:00,2456.87,2456.9988,2448.01,2451.5599,47876,2700,2456.87,2456.9988,2448.01,2451.5599,47876,2700
2022-06-03 20:35:00,2451.55,2454.25,2446.31,2449.4136,39819,2492,2451.55,2454.25,2446.31,2449.4136,39819,2492
2022-06-03 20:40:00,2449.718,2455.18,2447.13,2454.34,34786,2139,2449.718,2455.18,2447.13,2454.34,34786,2139
2022-06-03 20:45:00,2454.34,2459.0,2451.8073,2457.1101,31470,2261,2454.34,2459.0,2451.8073,2457.1101,31470,2261
2022-06-03 20:50:00,2457.11,2458.87,2445.04,2458.6199,40018,2523,2457.11,2458.87,2445.04,2458.6199,40018,2523
2022-06-03 20:55:00,2457.41,2464.0,2456.61,2460.89,58216,2945,2457.41,2464.0,2456.61,2460.89,58216,2945
2022-06-03 21:00:00,2461.7699,2461.77,2450.06,2455.98,54540,3362,2461.7699,2461.77,2450.06,2455.98,54540,3362
2022-06-03 21:05:00,2455.9034,2456.62,2448.0,2450.0001,46429,2908,2455.9034,2456.62,2448.0,2450.0001,46429,2908
2022-06-03 21:10:00,2451.01,2452.49,2440.6,2440.73,44384,3049,2451.01,2452.49,2440.6,2440.73,44384,3049
2022-06-03 21:15:00,2440.9252,2445.267945,2435.0,2439.73,58705,3448,2440.9252,2445.267945,2435.0,2439.73,58705,3448
2022-06-03 21:20:00,2438.945,2444.39,2438.0,2442.75,38405,2828,2438.945,2444.39,2438.0,2442.75,38405,2828
2022-06-03 21:25:00,2442.09,2448.43,2440.5001,2447.85,40716,2946,2442.09,2448.43,2440.5001,2447.85,40716,2946
2022-06-03 21:30:00,2447.56,2449.6088,2443.5001,2447.47,37530,2889,2447.56,2449.6088,2443.5001,2447.47,37530,2889
2022-06-03 21:35:00,2446.75,2452.24,2445.7101,2450.105,67708,4371,2446.75,2452.24,2445.7101,2450.105,67708,4371
2022-06-03 21:40:00,2448.8592,2451.6399,2441.5701,2442.07,64694,4342,2448.8592,2451.6399,2441.5701,2442.07,64694,4342
2022-06-03 21:45:00,2442.24,2449.07,2141.96,2447.85,93704,5280,2442.24,2449.07,2141.96,2447.85,93704,5280
2022-06-03 21:50:00,2447.92,2452.47,2440.5401,2449.19,106234,6205,2447.92,2452.47,2440.5401,2449.19,106234,6205
2022-06-03 21:55:00,2449.19,2452.0,2445.0,2446.99,194007,9932,2449.19,2452.0,2445.0,2446.99,194007,9932
2022-06-06 17:00:00,128.125,128.5183,127.61,127.665,1389163,18768,128.125,128.5183,127.61,127.665,1389163,18768
2022-06-06 17:05:00,127.6899,128.28,127.3,127.3197,1691072,21437,127.6899,128.28,127.3,127.3197,1691072,21437
2022-06-06 17:10:00,127.3127,128.3021,126.86,127.02,1660934,20976,127.3127,128.3021,126.86,127.02,1660934,20976
2022-06-06 17:15:00,127.01,127.25,126.01,126.31,2165286,24055,127.01,127.25,126.01,126.31,2165286,24055
2022-06-06 17:20:00,126.32,127.0,126.0,126.7999,1528243,17786,126.32,127.0,126.0,126.7999,1528243,17786
2022-06-06 17:25:00,126.7999,127.28,124.43,127.065,1305557,16898,126.7999,127.28,124.43,127.065,1305557,16898
2022-06-06 17:30:00,127.07,127.18,126.22,126.305,1381456,17297,127.07,127.18,126.22,126.305,1381456,17297
2022-06-06 17:35:00,126.31,126.725127,126.1,126.2,1234058,15819,126.31,126.725127,126.1,126.2,1234058,15819
2022-06-06 17:40:00,126.23,126.89,126.2,126.66,998447,14214,126.23,126.89,126.2,126.66,998447,14214
2022-06-06 17:45:00,126.66,126.81,126.22,126.2404,978105,14888,126.66,126.81,126.22,126.2404,978105,14888
2022-06-06 17:50:00,126.25,126.4799,126.01,126.16,990106,14317,126.25,126.4799,126.01,126.16,990106,14317
2022-06-06 17:55:00,126.12,126.37,125.69,126.12,1429948,19435,126.12,126.37,125.69,126.12,1429948,19435
2022-06-06 18:00:00,126.1219,126.1888,124.72,125.2,2441757,29726,126.1219,126.1888,124.72,125.2,2441757,29726
2022-06-06 18:05:00,125.195,128.4,124.15,124.195,1731578,19750,125.195,128.4,124.15,124.195,1731578,19750
2022-06-06 18:10:00,124.17,124.9802,124.0,124.21,1421523,16985,124.17,124.9802,124.0,124.21,1421523,16985
2022-06-06 18:15:00,124.2078,124.69,124.05,124.6099,1298611,15858,124.2078,124.69,124.05,124.6099,1298611,15858
2022-06-06 18:20:00,124.61,125.0,124.11,124.7099,1600138,19492,124.61,125.0,124.11,124.7099,1600138,19492
2022-06-06 18:25:00,124.7,124.87,124.37,124.7201,992258,13891,124.7,124.87,124.37,124.7201,992258,13891
2022-06-06 18:30:00,124.72,124.77,124.2,124.72,1036833,13886,124.72,124.77,124.2,124.72,1036833,13886
2022-06-06 18:35:00,124.73,125.22,124.5232,125.18,1363008,14694,124.73,125.22,124.5232,125.18,1363008,14694
2022-06-06 18:40:00,125.1834,125.35,124.774,125.1588,990453,12395,125.1834,125.35,124.774,125.1588,990453,12395
2022-06-06 18:45:00,125.14,125.48,124.97,125.26,964692,12003,125.14,125.48,124.97,125.26,964692,12003
2022-06-06 18:50:00,125.2873,125.2999,124.81,125.11,899527,11322,125.2873,125.2999,124.81,125.11,899527,11322
2022-06-06 18:55:00,125.095,125.41,125.0,125.292,747144,10697,125.095,125.41,125.0,125.292,747144,10697
2022-06-06 19:00:00,125.2728,125.38,125.0,125.085,748810,10440,125.2728,125.38,125.0,125.085,748810,10440
2022-06-06 19:05:00,125.1088,125.32,125.02,125.15,630205,8390,125.1088,125.32,125.02,125.15,630205,8390
2022-06-06 19:10:00,125.17,125.33,124.8,124.97,998060,11545,125.17,125.33,124.8,124.97,998060,11545
2022-06-06 19:15:00,124.97409999999999,125.24,124.66,125.08,888152,10604,124.97409999999999,125.24,124.66,125.08,888152,10604
2022-06-06 19:20:00,125.08,125.6,124.85,125.3699,1091914,11308,125.08,125.6,124.85,125.3699,1091914,11308
2022-06-06 19:25:00,125.35,126.5999,125.15,125.4099,874874,9871,125.35,126.5999,125.15,125.4099,874874,9871
2022-06-06 19:30:00,125.4081,126.92,125.2834,125.76,1066934,11599,125.4081,126.92,125.2834,125.76,1066934,11599
2022-06-06 19:35:00,125.7788,126.4,125.63,126.195,1413978,13818,125.7788,126.4,125.63,126.195,1413978,13818
2022-06-06 19:40:00,126.25,126.37,125.92,126.045,992938,11243,126.25,126.37,125.92,126.045,992938,11243
2022-06-06 19:45:00,126.06,126.4688,125.9,126.13,1115205,11758,126.06,126.4688,125.9,126.13,1115205,11758
2022-06-06 19:50:00,126.125,126.59,125.84,126.14,969481,10604,126.125,126.59,125.84,126.14,969481,10604
2022-06-06 19:55:00,126.13,126.32,124.59,126.22,832239,10116,126.13,126.32,124.59,126.22,832239,10116
2022-06-06 20:00:00,126.2488,126.29,126.0,126.0781,787825,9843,126.2488,126.29,126.0,126.0781,787825,9843
2022-06-06 20:05:00,126.07,126.14,125.68,125.975,866122,10602,126.07,126.14,125.68,125.975,866122,10602
2022-06-06 20:10:00,125.95,126.0888,125.65,125.69,617695,8884,125.95,126.0888,125.65,125.69,617695,8884
2022-06-06 20:15:00,125.7101,125.83,125.4,125.72,791631,9398,125.7101,125.83,125.4,125.72,791631,9398
2022-06-06 20:20:00,125.71,125.74,125.01,125.23,885883,9893,125.71,125.74,125.01,125.23,885883,9893
2022-06-06 20:25:00,125.21,125.36,124.89,125.075,942704,11498,125.21,125.36,124.89,125.075,942704,11498
2022-06-06 20:30:00,125.0803,125.39,124.95,125.2224,706811,8634,125.0803,125.39,124.95,125.2224,706811,8634
2022-06-06 20:35:00,125.24,125.44,124.93,125.1,679876,8490,125.24,125.44,124.93,125.1,679876,8490
2022-06-06 20:40:00,125.1301,125.61,125.08,125.54,715566,7884,125.1301,125.61,125.08,125.54,715566,7884
2022-06-06 20:45:00,125.52,125.81,125.275,125.4562,897182,9921,125.52,125.81,125.275,125.4562,897182,9921
2022-06-06 20:50:00,125.4581,125.49893900000001,124.81,125.2799,917150,10522,125.4581,125.49893900000001,124.81,125.2799,917150,10522
2022-06-06 20:55:00,125.24,125.58,125.11,125.3,689575,8530,125.24,125.58,125.11,125.3,689575,8530
2022-06-06 21:00:00,125.3,125.6,125.09,125.23,802595,8963,125.3,125.6,125.09,125.23,802595,8963
2022-06-06 21:05:00,125.19,125.4544,124.92,125.1292,762585,8824,125.19,125.4544,124.92,125.1292,762585,8824
2022-06-06 21:10:00,125.125,125.92,124.84,125.03,695937,8221,125.125,125.92,124.84,125.03,695937,8221
2022-06-06 21:15:00,125.0285,125.3,124.63,124.6481,775298,9530,125.0285,125.3,124.63,124.6481,775298,9530
2022-06-06 21:20:00,124.645,124.93,124.33,124.72,1086325,12389,124.645,124.93,124.33,124.72,1086325,12389
2022-06-06 21:25:00,124.72,124.93,124.64,124.64,730491,8930,124.72,124.93,124.64,124.64,730491,8930
2022-06-06 21:30:00,124.7027,124.9,124.4,124.4199,1006531,11267,124.7027,124.9,124.4,124.4199,1006531,11267
2022-06-06 21:35:00,124.4188,124.5891,123.81,124.04,1909853,23433,124.4188,124.5891,123.81,124.04,1909853,23433
2022-06-06 21:40:00,124.0487,124.63,123.95,124.449,1408392,14040,124.0487,124.63,123.95,124.449,1408392,14040
2022-06-06 21:45:00,124.425,124.59,124.04,124.3,1260727,14114,124.425,124.59,124.04,124.3,1260727,14114
2022-06-06 21:50:00,124.303,124.82,124.1,124.75,1892377,18812,124.303,124.82,124.1,124.75,1892377,18812
2022-06-06 21:55:00,124.78,125.02,124.55,124.8262,2604466,24240,124.78,125.02,124.55,124.8262,2604466,24240
2022-06-07 17:00:00,123.35,123.3999,122.84,122.9284,926316,10799,123.35,123.3999,122.84,122.9284,926316,10799
2022-06-07 17:05:00,122.96,122.99,122.31,122.533,1252007,12292,122.96,122.99,122.31,122.533,1252007,12292
2022-06-07 17:10:00,122.5499,122.74,122.34,122.38,884800,9658,122.5499,122.74,122.34,122.38,884800,9658
2022-06-07 17:15:00,122.39,122.48,122.01,122.145,990300,10694,122.39,122.48,122.01,122.145,990300,10694
2022-06-07 17:20:00,122.3536,122.3536,121.7,121.87,1922055,11726,122.3536,122.3536,121.7,121.87,1922055,11726
2022-06-07 17:25:00,121.88,121.9321,121.53,121.7206,851891,10361,121.88,121.9321,121.53,121.7206,851891,10361
2022-06-07 17:30:00,121.8534,122.05,121.53,121.9113,843145,9202,121.8534,122.05,121.53,121.9113,843145,9202
2022-06-07 17:35:00,121.9154,122.15,121.7,122.1,899512,7779,121.9154,122.15,121.7,122.1,899512,7779
2022-06-07 17:40:00,121.8398,122.109,121.73,122.02,673891,8141,121.8398,122.109,121.73,122.02,673891,8141
2022-06-07 17:45:00,122.02,122.35,121.6,121.6789,925985,9567,122.02,122.35,121.6,121.6789,925985,9567
2022-06-07 17:50:00,121.68,122.4399,121.57,121.9349,736294,7893,121.68,122.4399,121.57,121.9349,736294,7893
2022-06-07 17:55:00,121.945,122.63,121.91,122.417,973576,9405,121.945,122.63,121.91,122.417,973576,9405
2022-06-07 18:00:00,122.4482,122.5,122.02,122.0988,557529,6591,122.4482,122.5,122.02,122.0988,557529,6591
2022-06-07 18:05:00,122.0785,122.3055,121.8,122.0,580512,6844,122.0785,122.3055,121.8,122.0,580512,6844
2022-06-07 18:10:00,122.0,122.09,121.89,121.9188,413972,5611,122.0,122.09,121.89,121.9188,413972,5611
2022-06-07 18:15:00,121.9073,122.07,121.51,121.96,770530,8122,121.9073,122.07,121.51,121.96,770530,8122
2022-06-07 18:20:00,121.96,121.97,121.69,121.7361,489296,6120,121.96,121.97,121.69,121.7361,489296,6120
2022-06-07 18:25:00,121.735,125.0,121.26,121.2772,1035879,10693,121.735,125.0,121.26,121.2772,1035879,10693
2022-06-07 18:30:00,121.275,121.55,121.02,121.37,1006024,10390,121.275,121.55,121.02,121.37,1006024,10390
2022-06-07 18:35:00,121.37,121.53,121.18,121.5,635655,7232,121.37,121.53,121.18,121.5,635655,7232
2022-06-07 18:40:00,121.49,121.82,121.359252,121.5662,754860,7510,121.49,121.82,121.359252,121.5662,754860,7510
2022-06-07 18:45:00,121.565,121.79,121.53,121.7206,435156,5810,121.565,121.79,121.53,121.7206,435156,5810
2022-06-07 18:50:00,121.72,121.9,121.46,121.84,745572,7254,121.72,121.9,121.46,121.84,745572,7254
2022-06-07 18:55:00,121.848,121.85,121.51,121.66,441324,5385,121.848,121.85,121.51,121.66,441324,5385
2022-06-07 19:00:00,121.66,121.9,121.39,121.8674,553113,6467,121.66,121.9,121.39,121.8674,553113,6467
2022-06-07 19:05:00,121.86,122.21,121.630249,122.1094,719280,6892,121.86,122.21,121.630249,122.1094,719280,6892
2022-06-07 19:10:00,121.8154,122.18,121.8154,122.0198,641807,6585,121.8154,122.18,121.8154,122.0198,641807,6585
2022-06-07 19:15:00,122.0163,122.42,122.0,122.32,611181,6055,122.0163,122.42,122.0,122.32,611181,6055
2022-06-07 19:20:00,122.1444,122.783,122.09,122.1485,489501,5772,122.1444,122.783,122.09,122.1485,489501,5772
2022-06-07 19:25:00,122.13,122.291834,121.93,121.99,451672,5900,122.13,122.291834,121.93,121.99,451672,5900
2022-06-07 19:30:00,122.0188,122.29,121.95,122.2,416104,5254,122.0188,122.29,121.95,122.2,416104,5254
2022-06-07 19:35:00,122.22,122.28,122.0,122.14,371844,4811,122.22,122.28,122.0,122.14,371844,4811
2022-06-07 19:40:00,122.1341,122.17,121.75,121.96,493168,6439,122.1341,122.17,121.75,121.96,493168,6439
2022-06-07 19:45:00,121.96,122.17,121.83,121.95,509376,5782,121.96,122.17,121.83,121.95,509376,5782
2022-06-07 19:50:00,121.9629,122.24,121.89,122.06,511608,5759,121.9629,122.24,121.89,122.06,511608,5759
2022-06-07 19:55:00,122.06,122.2,121.94,122.085,449299,5584,122.06,122.2,121.94,122.085,449299,5584
2022-06-07 20:00:00,122.09,122.3,122.01,122.2601,740390,5188,122.09,122.3,122.01,122.2601,740390,5188
2022-06-07 20:05:00,122.2684,125.985,122.1252,122.6532,707741,7249,122.2684,125.985,122.1252,122.6532,707741,7249
2022-06-07 20:10:00,122.3577,122.76,122.3577,122.635,700613,6705,122.3577,122.76,122.3577,122.635,700613,6705
2022-06-07 20:15:00,122.6361,122.76,122.37,122.4001,591378,6260,122.6361,122.76,122.37,122.4001,591378,6260
2022-06-07 20:20:00,122.391,122.69,122.39,122.68,400222,5053,122.391,122.69,122.39,122.68,400222,5053
2022-06-07 20:25:00,122.6925,122.81,122.58,122.7488,521687,5684,122.6925,122.81,122.58,122.7488,521687,5684
2022-06-07 20:30:00,122.6425,122.81,122.6425,122.8,473038,5587,122.6425,122.81,122.6425,122.8,473038,5587
2022-06-07 20:35:00,122.78,122.87,122.63,122.7,469175,5583,122.78,122.87,122.63,122.7,469175,5583
2022-06-07 20:40:00,122.71,122.756,122.07,122.1388,785547,7879,122.71,122.756,122.07,122.1388,785547,7879
2022-06-07 20:45:00,122.138,122.4645,121.94,122.136,569454,6960,122.138,122.4645,121.94,122.136,569454,6960
2022-06-07 20:50:00,122.247,122.27,122.01,122.11,508177,6011,122.247,122.27,122.01,122.11,508177,6011
2022-06-07 20:55:00,122.11,122.31,122.05,122.18,498786,5707,122.11,122.31,122.05,122.18,498786,5707
2022-06-07 21:00:00,122.185,122.73,122.16,122.64,771766,7167,122.185,122.73,122.16,122.64,771766,7167
2022-06-07 21:05:00,122.6479,125.28,122.4417,122.72,674434,6721,122.6479,125.28,122.4417,122.72,674434,6721
2022-06-07 21:10:00,122.6446,122.87,122.4,122.5395,658281,7140,122.6446,122.87,122.4,122.5395,658281,7140
2022-06-07 21:15:00,122.54,122.67,122.5,122.5841,485313,5859,122.54,122.67,122.5,122.5841,485313,5859
2022-06-07 21:20:00,122.59,125.0,122.5,122.5448,518064,6806,122.59,125.0,122.5,122.5448,518064,6806
2022-06-07 21:25:00,122.5412,122.68,122.34,122.6763,532734,6521,122.5412,122.68,122.34,122.6763,532734,6521
2022-06-07 21:30:00,122.5747,122.95,120.745,122.94,724277,8093,122.5747,122.95,120.745,122.94,724277,8093
2022-06-07 21:35:00,122.935,123.23,122.6547,123.0805,847713,9479,122.935,123.23,122.6547,123.0805,847713,9479
2022-06-07 21:40:00,122.8771,123.15,122.73,122.8497,859535,9593,122.8771,123.15,122.73,122.8497,859535,9593
2022-06-07 21:45:00,122.83,123.31,122.804262,123.24,960747,10826,122.83,123.31,122.804262,123.24,960747,10826
2022-06-07 21:50:00,123.0112,123.56,123.0112,123.31,1632510,16693,123.0112,123.56,123.0112,123.31,1632510,16693
2022-06-07 21:55:00,123.33,123.39,122.99,123.0,2077700,19958,123.33,123.39,122.99,123.0,2077700,19958
